,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,2014,Interstellar,"['Science Fiction', 'Drama', 'Adventure']",169,"{'0.5': '3,795\xa0half-★ ratings (0%)', '1': '9,738\xa0★ ratings (0%)', '1.5': '4,987\xa0★½ ratings (0%)', '2': '33,435\xa0★★ ratings (2%)', '2.5': '26,626\xa0★★½ ratings (1%)', '3': '145,201\xa0★★★ ratings (7%)', '3.5': '141,825\xa0★★★½ ratings (7%)', '4': '466,715\xa0★★★★ ratings (22%)', '4.5': '313,466\xa0★★★★½ ratings (15%)', '5': '999,131\xa0★★★★★ ratings (47%)'}","[['Christopher Nolan', 'Gender\nMale', 'Birthday\nJuly 30, 1970 (53 years old)']]"
1,2014,Whiplash,"['Drama', 'Music']",107,"{'0.5': '2,028\xa0half-★ ratings (0%)', '1': '4,840\xa0★ ratings (0%)', '1.5': '2,373\xa0★½ ratings (0%)', '2': '15,570\xa0★★ ratings (1%)', '2.5': '13,456\xa0★★½ ratings (1%)', '3': '91,682\xa0★★★ ratings (5%)', '3.5': '113,236\xa0★★★½ ratings (6%)', '4': '471,633\xa0★★★★ ratings (25%)', '4.5': '358,406\xa0★★★★½ ratings (19%)', '5': '824,062\xa0★★★★★ ratings (43%)'}","[['Damien Chazelle', 'Gender\nMale', 'Birthday\nJanuary 19, 1985 (39 years old)']]"
2,2014,The Grand Budapest Hotel,"['Drama', 'Comedy']",100,"{'0.5': '1,496\xa0half-★ ratings (0%)', '1': '5,409\xa0★ ratings (0%)', '1.5': '2,540\xa0★½ ratings (0%)', '2': '20,993\xa0★★ ratings (1%)', '2.5': '17,292\xa0★★½ ratings (1%)', '3': '124,165\xa0★★★ ratings (8%)', '3.5': '135,371\xa0★★★½ ratings (9%)', '4': '483,784\xa0★★★★ ratings (31%)', '4.5': '274,812\xa0★★★★½ ratings (17%)', '5': '506,236\xa0★★★★★ ratings (32%)'}","[['Wes Anderson', 'Gender\nMale', 'Birthday\nMay 1, 1969 (54 years old)']]"
3,2014,Gone Girl,"['Drama', 'Thriller', 'Mystery']",149,"{'0.5': '2,253\xa0half-★ ratings (0%)', '1': '6,750\xa0★ ratings (0%)', '1.5': '3,855\xa0★½ ratings (0%)', '2': '29,057\xa0★★ ratings (2%)', '2.5': '25,344\xa0★★½ ratings (2%)', '3': '165,926\xa0★★★ ratings (10%)', '3.5': '175,109\xa0★★★½ ratings (11%)', '4': '541,413\xa0★★★★ ratings (34%)', '4.5': '247,319\xa0★★★★½ ratings (15%)', '5': '400,925\xa0★★★★★ ratings (25%)'}","[['David Fincher', 'Gender\nMale', 'Birthday\nAugust 28, 1962 (61 years old)']]"
4,2014,Guardians of the Galaxy,"['Adventure', 'Action', 'Science Fiction']",121,"{'0.5': '3,425\xa0half-★ ratings (0%)', '1': '11,329\xa0★ ratings (1%)', '1.5': '6,211\xa0★½ ratings (0%)', '2': '43,585\xa0★★ ratings (3%)', '2.5': '40,560\xa0★★½ ratings (3%)', '3': '253,206\xa0★★★ ratings (16%)', '3.5': '240,361\xa0★★★½ ratings (15%)', '4': '556,002\xa0★★★★ ratings (36%)', '4.5': '154,006\xa0★★★★½ ratings (10%)', '5': '243,152\xa0★★★★★ ratings (16%)'}","[['James Gunn', 'Gender\nMale', 'Birthday\nAugust 5, 1966 (57 years old)']]"
5,2014,Nightcrawler,"['Drama', 'Crime', 'Thriller']",118,"{'0.5': '903\xa0half-★ ratings (0%)', '1': '2,856\xa0★ ratings (0%)', '1.5': '1,997\xa0★½ ratings (0%)', '2': '13,431\xa0★★ ratings (1%)', '2.5': '15,292\xa0★★½ ratings (2%)', '3': '91,046\xa0★★★ ratings (9%)', '3.5': '140,178\xa0★★★½ ratings (14%)', '4': '379,263\xa0★★★★ ratings (39%)', '4.5': '173,456\xa0★★★★½ ratings (18%)', '5': '154,408\xa0★★★★★ ratings (16%)'}","[['Dan Gilroy', 'Gender\nMale', 'Birthday\nJune 24, 1959 (64 years old)']]"
6,2014,John Wick,"['Action', 'Thriller']",101,"{'0.5': '2,007\xa0half-★ ratings (0%)', '1': '5,934\xa0★ ratings (1%)', '1.5': '4,292\xa0★½ ratings (0%)', '2': '22,134\xa0★★ ratings (2%)', '2.5': '28,136\xa0★★½ ratings (3%)', '3': '135,650\xa0★★★ ratings (14%)', '3.5': '181,857\xa0★★★½ ratings (19%)', '4': '342,437\xa0★★★★ ratings (36%)', '4.5': '97,791\xa0★★★★½ ratings (10%)', '5': '141,226\xa0★★★★★ ratings (15%)'}","[['Chad Stahelski', 'Gender\nMale', 'Birthday\nSeptember 20, 1968 (55 years old)']]"
7,2014,Captain America: The Winter Soldier,"['Adventure', 'Science Fiction', 'Action']",136,"{'0.5': '3,907\xa0half-★ ratings (0%)', '1': '12,768\xa0★ ratings (1%)', '1.5': '7,836\xa0★½ ratings (1%)', '2': '45,058\xa0★★ ratings (4%)', '2.5': '42,154\xa0★★½ ratings (4%)', '3': '175,130\xa0★★★ ratings (17%)', '3.5': '159,447\xa0★★★½ ratings (16%)', '4': '298,941\xa0★★★★ ratings (29%)', '4.5': '112,990\xa0★★★★½ ratings (11%)', '5': '164,146\xa0★★★★★ ratings (16%)'}","[['Anthony Russo', 'Gender\nMale', 'Birthday\nFebruary 3, 1970 (54 years old)'], ['Joe Russo', 'Gender\nMale', 'Birthday\nJuly 18, 1971 (52 years old)']]"
8,2014,Birdman or (The Unexpected Virtue of Ignorance),"['Drama', 'Comedy']",120,"{'0.5': '3,118\xa0half-★ ratings (0%)', '1': '9,330\xa0★ ratings (1%)', '1.5': '4,495\xa0★½ ratings (1%)', '2': '24,913\xa0★★ ratings (3%)', '2.5': '19,746\xa0★★½ ratings (3%)', '3': '87,024\xa0★★★ ratings (12%)', '3.5': '97,997\xa0★★★½ ratings (13%)', '4': '241,176\xa0★★★★ ratings (32%)', '4.5': '122,803\xa0★★★★½ ratings (16%)', '5': '144,707\xa0★★★★★ ratings (19%)'}","[['Alejandro González Iñárritu', 'Gender\nMale', 'Birthday\nAugust 15, 1963 (60 years old)']]"
9,2014,Kingsman: The Secret Service,"['Comedy', 'Crime', 'Adventure', 'Action']",129,"{'0.5': '2,062\xa0half-★ ratings (0%)', '1': '6,251\xa0★ ratings (1%)', '1.5': '4,554\xa0★½ ratings (1%)', '2': '23,080\xa0★★ ratings (3%)', '2.5': '26,165\xa0★★½ ratings (4%)', '3': '121,881\xa0★★★ ratings (17%)', '3.5': '149,142\xa0★★★½ ratings (20%)', '4': '250,052\xa0★★★★ ratings (34%)', '4.5': '68,089\xa0★★★★½ ratings (9%)', '5': '86,097\xa0★★★★★ ratings (12%)'}","[['Matthew Vaughn', 'Gender\nMale', 'Birthday\nMarch 7, 1971 (52 years old)']]"
10,2014,Big Hero 6,"['Animation', 'Comedy', 'Action', 'Family', 'Adventure']",102,"{'0.5': '1,169\xa0half-★ ratings (0%)', '1': '3,722\xa0★ ratings (0%)', '1.5': '3,852\xa0★½ ratings (1%)', '2': '21,842\xa0★★ ratings (3%)', '2.5': '31,073\xa0★★½ ratings (4%)', '3': '128,526\xa0★★★ ratings (17%)', '3.5': '139,939\xa0★★★½ ratings (18%)', '4': '235,553\xa0★★★★ ratings (31%)', '4.5': '65,801\xa0★★★★½ ratings (9%)', '5': '129,169\xa0★★★★★ ratings (17%)'}","[['Chris Williams', 'Gender\nMale', 'Birthday\nNovember 2, 1967 (56 years old)'], ['Don Hall', 'Gender\nMale', 'Birthday\nMarch 8, 1969 (54 years old)']]"
