,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,1981,Raiders of the Lost Ark,"['Adventure', 'Action']",115,"{'0.5': '636\xa0half-★ ratings (0%)', '1': '1,819\xa0★ ratings (0%)', '1.5': '1,499\xa0★½ ratings (0%)', '2': '9,117\xa0★★ ratings (1%)', '2.5': '11,343\xa0★★½ ratings (2%)', '3': '65,022\xa0★★★ ratings (9%)', '3.5': '82,344\xa0★★★½ ratings (12%)', '4': '224,292\xa0★★★★ ratings (32%)', '4.5': '114,110\xa0★★★★½ ratings (16%)', '5': '198,981\xa0★★★★★ ratings (28%)'}","[['Steven Spielberg', 'Gender\nMale', 'Birthday\nDecember 18, 1946 (77 years old)']]"
1,1981,Possession,['Horror'],124,"{'0.5': '1,093\xa0half-★ ratings (1%)', '1': '1,837\xa0★ ratings (1%)', '1.5': '1,508\xa0★½ ratings (1%)', '2': '4,881\xa0★★ ratings (2%)', '2.5': '5,359\xa0★★½ ratings (3%)', '3': '15,468\xa0★★★ ratings (8%)', '3.5': '21,041\xa0★★★½ ratings (11%)', '4': '53,985\xa0★★★★ ratings (27%)', '4.5': '35,413\xa0★★★★½ ratings (18%)', '5': '56,780\xa0★★★★★ ratings (29%)'}","[['Andrzej Żuławski', 'Gender\nMale', 'Birthday\nNovember 22, 1940']]"
2,1981,The Evil Dead,['Horror'],85,"{'0.5': '1,369\xa0half-★ ratings (0%)', '1': '2,965\xa0★ ratings (1%)', '1.5': '3,089\xa0★½ ratings (1%)', '2': '11,643\xa0★★ ratings (3%)', '2.5': '15,769\xa0★★½ ratings (5%)', '3': '57,542\xa0★★★ ratings (17%)', '3.5': '69,367\xa0★★★½ ratings (20%)', '4': '104,294\xa0★★★★ ratings (31%)', '4.5': '31,112\xa0★★★★½ ratings (9%)', '5': '42,979\xa0★★★★★ ratings (13%)'}","[['Sam Raimi', 'Gender\nMale', 'Birthday\nOctober 23, 1959 (64 years old)']]"
3,1981,An American Werewolf in London,"['Comedy', 'Horror']",97,"{'0.5': '190\xa0half-★ ratings (0%)', '1': '711\xa0★ ratings (0%)', '1.5': '745\xa0★½ ratings (0%)', '2': '3,622\xa0★★ ratings (2%)', '2.5': '5,385\xa0★★½ ratings (3%)', '3': '22,974\xa0★★★ ratings (14%)', '3.5': '32,477\xa0★★★½ ratings (20%)', '4': '56,225\xa0★★★★ ratings (34%)', '4.5': '20,422\xa0★★★★½ ratings (12%)', '5': '23,536\xa0★★★★★ ratings (14%)'}","[['John Landis', 'Gender\nMale', 'Birthday\nAugust 3, 1950 (73 years old)']]"
4,1981,Blow Out,"['Thriller', 'Mystery', 'Crime']",108,"{'0.5': '88\xa0half-★ ratings (0%)', '1': '303\xa0★ ratings (0%)', '1.5': '385\xa0★½ ratings (0%)', '2': '1,678\xa0★★ ratings (1%)', '2.5': '2,751\xa0★★½ ratings (2%)', '3': '11,150\xa0★★★ ratings (9%)', '3.5': '20,529\xa0★★★½ ratings (16%)', '4': '41,671\xa0★★★★ ratings (33%)', '4.5': '24,454\xa0★★★★½ ratings (19%)', '5': '23,115\xa0★★★★★ ratings (18%)'}","[['Brian De Palma', 'Gender\nMale', 'Birthday\nSeptember 11, 1940 (83 years old)']]"
5,1981,Escape from New York,"['Action', 'Science Fiction']",99,"{'0.5': '230\xa0half-★ ratings (0%)', '1': '782\xa0★ ratings (1%)', '1.5': '1,036\xa0★½ ratings (1%)', '2': '4,822\xa0★★ ratings (3%)', '2.5': '8,296\xa0★★½ ratings (5%)', '3': '29,665\xa0★★★ ratings (19%)', '3.5': '38,442\xa0★★★½ ratings (25%)', '4': '45,440\xa0★★★★ ratings (29%)', '4.5': '13,174\xa0★★★★½ ratings (9%)', '5': '12,700\xa0★★★★★ ratings (8%)'}","[['John Carpenter', 'Gender\nMale', 'Birthday\nJanuary 16, 1948 (76 years old)']]"
6,1981,Thief,"['Thriller', 'Crime', 'Action']",123,"{'0.5': '65\xa0half-★ ratings (0%)', '1': '193\xa0★ ratings (0%)', '1.5': '246\xa0★½ ratings (0%)', '2': '1,105\xa0★★ ratings (1%)', '2.5': '1,876\xa0★★½ ratings (2%)', '3': '8,060\xa0★★★ ratings (8%)', '3.5': '15,319\xa0★★★½ ratings (16%)', '4': '33,296\xa0★★★★ ratings (35%)', '4.5': '18,856\xa0★★★★½ ratings (20%)', '5': '15,820\xa0★★★★★ ratings (17%)'}","[['Michael Mann', 'Gender\nMale', 'Birthday\nFebruary 5, 1943 (81 years old)']]"
7,1981,Halloween II,"['Horror', 'Thriller']",92,"{'0.5': '471\xa0half-★ ratings (0%)', '1': '1,603\xa0★ ratings (1%)', '1.5': '2,214\xa0★½ ratings (2%)', '2': '10,279\xa0★★ ratings (7%)', '2.5': '15,218\xa0★★½ ratings (11%)', '3': '42,870\xa0★★★ ratings (31%)', '3.5': '29,533\xa0★★★½ ratings (21%)', '4': '24,038\xa0★★★★ ratings (17%)', '4.5': '5,050\xa0★★★★½ ratings (4%)', '5': '7,233\xa0★★★★★ ratings (5%)'}","[['Rick Rosenthal', 'Gender\nMale', 'Birthday\nJune 15, 1949 (74 years old)']]"
8,1981,Mad Max 2,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",96,"{'0.5': '153\xa0half-★ ratings (0%)', '1': '486\xa0★ ratings (0%)', '1.5': '490\xa0★½ ratings (0%)', '2': '2,711\xa0★★ ratings (2%)', '2.5': '3,741\xa0★★½ ratings (3%)', '3': '16,958\xa0★★★ ratings (13%)', '3.5': '24,613\xa0★★★½ ratings (19%)', '4': '45,104\xa0★★★★ ratings (35%)', '4.5': '17,232\xa0★★★★½ ratings (13%)', '5': '16,601\xa0★★★★★ ratings (13%)'}","[['George Miller', 'Gender\nMale', 'Birthday\nMarch 3, 1945 (78 years old)']]"
9,1981,Scanners,"['Horror', 'Science Fiction']",103,"{'0.5': '152\xa0half-★ ratings (0%)', '1': '551\xa0★ ratings (1%)', '1.5': '842\xa0★½ ratings (1%)', '2': '3,911\xa0★★ ratings (4%)', '2.5': '6,613\xa0★★½ ratings (7%)', '3': '22,136\xa0★★★ ratings (24%)', '3.5': '25,052\xa0★★★½ ratings (27%)', '4': '22,657\xa0★★★★ ratings (25%)', '4.5': '4,975\xa0★★★★½ ratings (5%)', '5': '4,358\xa0★★★★★ ratings (5%)'}","[['David Cronenberg', 'Gender\nMale', 'Birthday\nMarch 15, 1943 (80 years old)']]"
10,1981,Friday the 13th Part 2,"['Horror', 'Thriller']",86,"{'0.5': '588\xa0half-★ ratings (1%)', '1': '2,091\xa0★ ratings (2%)', '1.5': '3,037\xa0★½ ratings (3%)', '2': '11,209\xa0★★ ratings (10%)', '2.5': '15,534\xa0★★½ ratings (14%)', '3': '36,554\xa0★★★ ratings (33%)', '3.5': '20,356\xa0★★★½ ratings (18%)', '4': '15,327\xa0★★★★ ratings (14%)', '4.5': '2,916\xa0★★★★½ ratings (3%)', '5': '4,540\xa0★★★★★ ratings (4%)'}","[['Steve Miner', 'Gender\nMale', 'Birthday\nJune 18, 1951 (72 years old)']]"
11,1981,My Dinner with Andre,['Drama'],110,"{'0.5': '201\xa0half-★ ratings (0%)', '1': '433\xa0★ ratings (1%)', '1.5': '368\xa0★½ ratings (1%)', '2': '1,076\xa0★★ ratings (2%)', '2.5': '1,382\xa0★★½ ratings (3%)', '3': '4,241\xa0★★★ ratings (9%)', '3.5': '6,750\xa0★★★½ ratings (14%)', '4': '14,971\xa0★★★★ ratings (30%)', '4.5': '9,120\xa0★★★★½ ratings (18%)', '5': '10,870\xa0★★★★★ ratings (22%)'}","[['Louis Malle', 'Gender\nMale', 'Birthday\nOctober 30, 1932']]"
12,1981,Christiane F.,['Drama'],131,"{'0.5': '145\xa0half-★ ratings (0%)', '1': '353\xa0★ ratings (1%)', '1.5': '320\xa0★½ ratings (1%)', '2': '1,372\xa0★★ ratings (2%)', '2.5': '2,000\xa0★★½ ratings (3%)', '3': '8,414\xa0★★★ ratings (13%)', '3.5': '11,803\xa0★★★½ ratings (19%)', '4': '20,364\xa0★★★★ ratings (32%)', '4.5': '6,570\xa0★★★★½ ratings (10%)', '5': '12,015\xa0★★★★★ ratings (19%)'}","[['Uli Edel', 'Gender\nMale', 'Birthday\nApril 11, 1947 (76 years old)']]"
13,1981,The Fox and the Hound,"['Animation', 'Adventure', 'Drama', 'Family']",82,"{'0.5': '207\xa0half-★ ratings (0%)', '1': '789\xa0★ ratings (1%)', '1.5': '812\xa0★½ ratings (1%)', '2': '4,711\xa0★★ ratings (4%)', '2.5': '6,314\xa0★★½ ratings (6%)', '3': '24,704\xa0★★★ ratings (23%)', '3.5': '22,759\xa0★★★½ ratings (22%)', '4': '26,089\xa0★★★★ ratings (25%)', '4.5': '6,284\xa0★★★★½ ratings (6%)', '5': '12,777\xa0★★★★★ ratings (12%)'}","[['Ted Berman', 'Gender\nMale', 'Birthday\nDecember 17, 1919'], ['Art Stevens', 'Gender\nMale', 'Birthday\nMay 1, 1915'], ['Richard Rich', 'Gender\nMale', 'Birthday\nJune 15, 1951 (72 years old)']]"
14,1981,Das Boot,"['Drama', 'War', 'History']",150,"{'0.5': '73\xa0half-★ ratings (0%)', '1': '194\xa0★ ratings (0%)', '1.5': '141\xa0★½ ratings (0%)', '2': '699\xa0★★ ratings (1%)', '2.5': '873\xa0★★½ ratings (1%)', '3': '4,236\xa0★★★ ratings (7%)', '3.5': '6,832\xa0★★★½ ratings (11%)', '4': '19,422\xa0★★★★ ratings (32%)', '4.5': '13,661\xa0★★★★½ ratings (23%)', '5': '14,470\xa0★★★★★ ratings (24%)'}","[['Wolfgang Petersen', 'Gender\nMale', 'Birthday\nMarch 14, 1941']]"
15,1981,The Beyond,['Horror'],88,"{'0.5': '126\xa0half-★ ratings (0%)', '1': '497\xa0★ ratings (1%)', '1.5': '646\xa0★½ ratings (2%)', '2': '2,217\xa0★★ ratings (5%)', '2.5': '2,931\xa0★★½ ratings (7%)', '3': '7,717\xa0★★★ ratings (19%)', '3.5': '8,349\xa0★★★½ ratings (20%)', '4': '10,243\xa0★★★★ ratings (25%)', '4.5': '3,645\xa0★★★★½ ratings (9%)', '5': '4,626\xa0★★★★★ ratings (11%)'}","[['Lucio Fulci', 'Gender\nMale', 'Birthday\nJune 17, 1927']]"
16,1981,Time Bandits,"['Family', 'Science Fiction', 'Fantasy', 'Comedy', 'Adventure']",116,"{'0.5': '152\xa0half-★ ratings (0%)', '1': '507\xa0★ ratings (1%)', '1.5': '534\xa0★½ ratings (1%)', '2': '2,274\xa0★★ ratings (5%)', '2.5': '3,117\xa0★★½ ratings (7%)', '3': '10,465\xa0★★★ ratings (22%)', '3.5': '11,509\xa0★★★½ ratings (24%)', '4': '12,187\xa0★★★★ ratings (26%)', '4.5': '3,305\xa0★★★★½ ratings (7%)', '5': '3,516\xa0★★★★★ ratings (7%)'}","[['Terry Gilliam', 'Gender\nMale', 'Birthday\nNovember 22, 1940 (83 years old)']]"
17,1981,My Bloody Valentine,"['Thriller', 'Mystery', 'Horror']",90,"{'0.5': '155\xa0half-★ ratings (0%)', '1': '551\xa0★ ratings (1%)', '1.5': '803\xa0★½ ratings (2%)', '2': '3,107\xa0★★ ratings (7%)', '2.5': '4,604\xa0★★½ ratings (10%)', '3': '12,738\xa0★★★ ratings (27%)', '3.5': '10,268\xa0★★★½ ratings (22%)', '4': '9,302\xa0★★★★ ratings (20%)', '4.5': '2,115\xa0★★★★½ ratings (5%)', '5': '2,735\xa0★★★★★ ratings (6%)'}","[['George Mihalka', 'Gender\nMale', 'Birthday\n-']]"
18,1981,Ms .45,"['Crime', 'Thriller', 'Action']",81,"{'0.5': '72\xa0half-★ ratings (0%)', '1': '188\xa0★ ratings (1%)', '1.5': '214\xa0★½ ratings (1%)', '2': '827\xa0★★ ratings (2%)', '2.5': '1,326\xa0★★½ ratings (4%)', '3': '4,542\xa0★★★ ratings (13%)', '3.5': '7,338\xa0★★★½ ratings (22%)', '4': '11,577\xa0★★★★ ratings (34%)', '4.5': '4,313\xa0★★★★½ ratings (13%)', '5': '3,711\xa0★★★★★ ratings (11%)'}","[['Abel Ferrara', 'Gender\nMale', 'Birthday\nJuly 19, 1951 (72 years old)']]"
