,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,2023,Barbie,"['Comedy', 'Adventure']",114,"{'0.5': '10,143\xa0half-★ ratings (0%)', '1': '20,889\xa0★ ratings (1%)', '1.5': '14,470\xa0★½ ratings (1%)', '2': '68,706\xa0★★ ratings (3%)', '2.5': '77,391\xa0★★½ ratings (3%)', '3': '302,530\xa0★★★ ratings (12%)', '3.5': '335,734\xa0★★★½ ratings (13%)', '4': '703,407\xa0★★★★ ratings (28%)', '4.5': '320,603\xa0★★★★½ ratings (13%)', '5': '703,752\xa0★★★★★ ratings (28%)'}","[['Greta Gerwig', 'Gender\nFemale', 'Birthday\nAugust 4, 1983 (40 years old)']]"
1,2023,Oppenheimer,"['Drama', 'History']",181,"{'0.5': '3,501\xa0half-★ ratings (0%)', '1': '6,953\xa0★ ratings (0%)', '1.5': '4,417\xa0★½ ratings (0%)', '2': '24,781\xa0★★ ratings (1%)', '2.5': '27,212\xa0★★½ ratings (2%)', '3': '118,162\xa0★★★ ratings (7%)', '3.5': '154,477\xa0★★★½ ratings (9%)', '4': '456,003\xa0★★★★ ratings (26%)', '4.5': '395,881\xa0★★★★½ ratings (22%)', '5': '581,346\xa0★★★★★ ratings (33%)'}","[['Christopher Nolan', 'Gender\nMale', 'Birthday\nJuly 30, 1970 (53 years old)']]"
2,2023,Spider-Man: Across the Spider-Verse,"['Animation', 'Adventure', 'Science Fiction', 'Action']",140,"{'0.5': '1,824\xa0half-★ ratings (0%)', '1': '2,813\xa0★ ratings (0%)', '1.5': '1,590\xa0★½ ratings (0%)', '2': '9,337\xa0★★ ratings (1%)', '2.5': '11,380\xa0★★½ ratings (1%)', '3': '55,692\xa0★★★ ratings (4%)', '3.5': '86,738\xa0★★★½ ratings (6%)', '4': '306,476\xa0★★★★ ratings (20%)', '4.5': '328,396\xa0★★★★½ ratings (21%)', '5': '766,154\xa0★★★★★ ratings (49%)'}","[['Joaquim Dos Santos', 'Gender\nMale', 'Birthday\nJune 22, 1977 (46 years old)'], ['Justin K. Thompson', 'Gender\nMale', 'Birthday\n-'], ['Kemp Powers', 'Gender\nMale', 'Birthday\nOctober 30, 1973 (50 years old)']]"
3,2023,Saltburn,"['Comedy', 'Drama', 'Thriller']",131,"{'0.5': '10,093\xa0half-★ ratings (1%)', '1': '22,374\xa0★ ratings (2%)', '1.5': '20,638\xa0★½ ratings (1%)', '2': '78,290\xa0★★ ratings (5%)', '2.5': '93,420\xa0★★½ ratings (6%)', '3': '258,100\xa0★★★ ratings (18%)', '3.5': '269,441\xa0★★★½ ratings (18%)', '4': '399,861\xa0★★★★ ratings (27%)', '4.5': '136,129\xa0★★★★½ ratings (9%)', '5': '180,701\xa0★★★★★ ratings (12%)'}","[['Emerald Fennell', 'Gender\nFemale', 'Birthday\nOctober 1, 1985 (38 years old)']]"
4,2023,Poor Things,"['Romance', 'Science Fiction', 'Comedy']",141,"{'0.5': '3,688\xa0half-★ ratings (1%)', '1': '5,098\xa0★ ratings (1%)', '1.5': '3,521\xa0★½ ratings (0%)', '2': '11,612\xa0★★ ratings (2%)', '2.5': '13,297\xa0★★½ ratings (2%)', '3': '38,943\xa0★★★ ratings (5%)', '3.5': '63,280\xa0★★★½ ratings (9%)', '4': '189,115\xa0★★★★ ratings (26%)', '4.5': '177,980\xa0★★★★½ ratings (25%)', '5': '215,009\xa0★★★★★ ratings (30%)'}","[['Yorgos Lanthimos', 'Gender\nMale', 'Birthday\nSeptember 23, 1973 (50 years old)']]"
5,2023,Guardians of the Galaxy Vol. 3,"['Action', 'Adventure', 'Science Fiction']",150,"{'0.5': '2,098\xa0half-★ ratings (0%)', '1': '4,967\xa0★ ratings (0%)', '1.5': '3,942\xa0★½ ratings (0%)', '2': '18,975\xa0★★ ratings (2%)', '2.5': '25,086\xa0★★½ ratings (2%)', '3': '98,607\xa0★★★ ratings (9%)', '3.5': '145,239\xa0★★★½ ratings (14%)', '4': '330,751\xa0★★★★ ratings (31%)', '4.5': '190,707\xa0★★★★½ ratings (18%)', '5': '230,931\xa0★★★★★ ratings (22%)'}","[['James Gunn', 'Gender\nMale', 'Birthday\nAugust 5, 1966 (57 years old)']]"
6,2023,Past Lives,"['Drama', 'Romance']",106,"{'0.5': '860\xa0half-★ ratings (0%)', '1': '1,763\xa0★ ratings (0%)', '1.5': '1,514\xa0★½ ratings (0%)', '2': '7,436\xa0★★ ratings (1%)', '2.5': '10,367\xa0★★½ ratings (2%)', '3': '41,421\xa0★★★ ratings (6%)', '3.5': '67,333\xa0★★★½ ratings (10%)', '4': '192,788\xa0★★★★ ratings (29%)', '4.5': '142,216\xa0★★★★½ ratings (22%)', '5': '190,894\xa0★★★★★ ratings (29%)'}","[['Celine Song', 'Gender\nFemale', 'Birthday\nSeptember 19, 1988 (35 years old)']]"
7,2023,Bottoms,['Comedy'],91,"{'0.5': '2,841\xa0half-★ ratings (0%)', '1': '5,848\xa0★ ratings (1%)', '1.5': '5,029\xa0★½ ratings (1%)', '2': '19,140\xa0★★ ratings (3%)', '2.5': '24,335\xa0★★½ ratings (3%)', '3': '80,523\xa0★★★ ratings (11%)', '3.5': '106,772\xa0★★★½ ratings (15%)', '4': '197,367\xa0★★★★ ratings (28%)', '4.5': '86,750\xa0★★★★½ ratings (12%)', '5': '183,604\xa0★★★★★ ratings (26%)'}","[['Emma Seligman', 'Gender\nFemale', 'Birthday\nMay 3, 1995 (28 years old)']]"
8,2023,Killers of the Flower Moon,"['History', 'Crime', 'Drama']",206,"{'0.5': '1,037\xa0half-★ ratings (0%)', '1': '2,442\xa0★ ratings (0%)', '1.5': '2,018\xa0★½ ratings (0%)', '2': '10,010\xa0★★ ratings (1%)', '2.5': '13,116\xa0★★½ ratings (2%)', '3': '51,472\xa0★★★ ratings (8%)', '3.5': '84,768\xa0★★★½ ratings (12%)', '4': '221,111\xa0★★★★ ratings (32%)', '4.5': '164,947\xa0★★★★½ ratings (24%)', '5': '133,938\xa0★★★★★ ratings (20%)'}","[['Martin Scorsese', 'Gender\nMale', 'Birthday\nNovember 17, 1942 (81 years old)']]"
9,2023,The Super Mario Bros. Movie,"['Fantasy', 'Animation', 'Comedy', 'Family', 'Adventure']",93,"{'0.5': '3,509\xa0half-★ ratings (0%)', '1': '10,576\xa0★ ratings (1%)', '1.5': '13,237\xa0★½ ratings (2%)', '2': '52,850\xa0★★ ratings (6%)', '2.5': '79,571\xa0★★½ ratings (9%)', '3': '225,993\xa0★★★ ratings (26%)', '3.5': '186,613\xa0★★★½ ratings (21%)', '4': '179,171\xa0★★★★ ratings (21%)', '4.5': '39,964\xa0★★★★½ ratings (5%)', '5': '78,046\xa0★★★★★ ratings (9%)'}","[['Michael Jelenic', 'Gender\nMale', 'Birthday\nMay 12, 1977 (46 years old)'], ['Aaron Horvath', 'Gender\nMale', 'Birthday\nAugust 19, 1980 (43 years old)']]"
10,2023,Asteroid City,"['Comedy', 'Drama']",105,"{'0.5': '2,597\xa0half-★ ratings (0%)', '1': '7,096\xa0★ ratings (1%)', '1.5': '6,380\xa0★½ ratings (1%)', '2': '29,024\xa0★★ ratings (5%)', '2.5': '38,355\xa0★★½ ratings (6%)', '3': '115,426\xa0★★★ ratings (18%)', '3.5': '137,391\xa0★★★½ ratings (22%)', '4': '180,782\xa0★★★★ ratings (29%)', '4.5': '65,460\xa0★★★★½ ratings (10%)', '5': '46,318\xa0★★★★★ ratings (7%)'}","[['Wes Anderson', 'Gender\nMale', 'Birthday\nMay 1, 1969 (54 years old)']]"
