,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,2001,Spirited Away,"['Family', 'Fantasy', 'Animation']",125,"{'0.5': '1,510\xa0half-★ ratings (0%)', '1': '3,659\xa0★ ratings (0%)', '1.5': '1,702\xa0★½ ratings (0%)', '2': '10,762\xa0★★ ratings (1%)', '2.5': '10,331\xa0★★½ ratings (1%)', '3': '72,011\xa0★★★ ratings (4%)', '3.5': '85,782\xa0★★★½ ratings (5%)', '4': '363,416\xa0★★★★ ratings (23%)', '4.5': '241,961\xa0★★★★½ ratings (15%)', '5': '811,341\xa0★★★★★ ratings (51%)'}","[['Hayao Miyazaki', 'Gender\nMale', 'Birthday\nJanuary 5, 1941 (83 years old)']]"
1,2001,The Lord of the Rings: The Fellowship of the Ring,"['Fantasy', 'Adventure', 'Action']",179,"{'0.5': '2,468\xa0half-★ ratings (0%)', '1': '6,992\xa0★ ratings (1%)', '1.5': '2,405\xa0★½ ratings (0%)', '2': '17,266\xa0★★ ratings (1%)', '2.5': '12,636\xa0★★½ ratings (1%)', '3': '83,680\xa0★★★ ratings (7%)', '3.5': '83,081\xa0★★★½ ratings (7%)', '4': '310,922\xa0★★★★ ratings (25%)', '4.5': '197,648\xa0★★★★½ ratings (16%)', '5': '550,653\xa0★★★★★ ratings (43%)'}","[['Peter Jackson', 'Gender\nMale', 'Birthday\nOctober 31, 1961 (62 years old)']]"
2,2001,Donnie Darko,"['Fantasy', 'Mystery', 'Drama']",114,"{'0.5': '2,932\xa0half-★ ratings (0%)', '1': '7,504\xa0★ ratings (1%)', '1.5': '4,651\xa0★½ ratings (0%)', '2': '25,288\xa0★★ ratings (3%)', '2.5': '24,599\xa0★★½ ratings (2%)', '3': '116,640\xa0★★★ ratings (12%)', '3.5': '133,811\xa0★★★½ ratings (13%)', '4': '313,622\xa0★★★★ ratings (32%)', '4.5': '131,734\xa0★★★★½ ratings (13%)', '5': '230,417\xa0★★★★★ ratings (23%)'}","[['Richard Kelly', 'Gender\nMale', 'Birthday\nMarch 28, 1975 (48 years old)']]"
3,2001,Harry Potter and the Philosopher’s Stone,"['Adventure', 'Fantasy']",152,"{'0.5': '2,862\xa0half-★ ratings (0%)', '1': '7,824\xa0★ ratings (1%)', '1.5': '5,025\xa0★½ ratings (0%)', '2': '35,805\xa0★★ ratings (3%)', '2.5': '40,526\xa0★★½ ratings (3%)', '3': '217,737\xa0★★★ ratings (19%)', '3.5': '201,871\xa0★★★½ ratings (17%)', '4': '339,165\xa0★★★★ ratings (29%)', '4.5': '77,035\xa0★★★★½ ratings (7%)', '5': '243,131\xa0★★★★★ ratings (21%)'}","[['Chris Columbus', 'Gender\nMale', 'Birthday\nSeptember 10, 1958 (65 years old)']]"
4,2001,Shrek,"['Adventure', 'Fantasy', 'Family', 'Animation', 'Comedy']",90,"{'0.5': '1,975\xa0half-★ ratings (0%)', '1': '5,378\xa0★ ratings (0%)', '1.5': '3,064\xa0★½ ratings (0%)', '2': '20,354\xa0★★ ratings (2%)', '2.5': '20,542\xa0★★½ ratings (2%)', '3': '125,820\xa0★★★ ratings (11%)', '3.5': '133,464\xa0★★★½ ratings (12%)', '4': '339,351\xa0★★★★ ratings (31%)', '4.5': '110,891\xa0★★★★½ ratings (10%)', '5': '340,054\xa0★★★★★ ratings (31%)'}","[['Andrew Adamson', 'Gender\nMale', 'Birthday\nDecember 1, 1966 (57 years old)'], ['Vicky Jenson', 'Gender\nFemale', 'Birthday\nMarch 4, 1960 (63 years old)']]"
5,2001,"Monsters, Inc.","['Comedy', 'Animation', 'Family']",92,"{'0.5': '622\xa0half-★ ratings (0%)', '1': '2,299\xa0★ ratings (0%)', '1.5': '1,839\xa0★½ ratings (0%)', '2': '14,750\xa0★★ ratings (1%)', '2.5': '16,303\xa0★★½ ratings (2%)', '3': '122,062\xa0★★★ ratings (11%)', '3.5': '134,707\xa0★★★½ ratings (13%)', '4': '371,501\xa0★★★★ ratings (35%)', '4.5': '132,910\xa0★★★★½ ratings (12%)', '5': '270,123\xa0★★★★★ ratings (25%)'}","[['Pete Docter', 'Gender\nMale', 'Birthday\nOctober 9, 1968 (55 years old)']]"
6,2001,Amélie,"['Romance', 'Comedy']",122,"{'0.5': '2,093\xa0half-★ ratings (0%)', '1': '4,694\xa0★ ratings (1%)', '1.5': '2,581\xa0★½ ratings (0%)', '2': '13,165\xa0★★ ratings (2%)', '2.5': '12,247\xa0★★½ ratings (2%)', '3': '57,369\xa0★★★ ratings (9%)', '3.5': '65,863\xa0★★★½ ratings (11%)', '4': '178,457\xa0★★★★ ratings (29%)', '4.5': '86,463\xa0★★★★½ ratings (14%)', '5': '201,545\xa0★★★★★ ratings (32%)'}","[['Jean-Pierre Jeunet', 'Gender\nMale', 'Birthday\nSeptember 3, 1953 (70 years old)']]"
7,2001,Mulholland Drive,"['Mystery', 'Drama', 'Thriller']",147,"{'0.5': '2,189\xa0half-★ ratings (0%)', '1': '4,500\xa0★ ratings (1%)', '1.5': '2,669\xa0★½ ratings (1%)', '2': '11,638\xa0★★ ratings (2%)', '2.5': '10,099\xa0★★½ ratings (2%)', '3': '39,339\xa0★★★ ratings (8%)', '3.5': '45,661\xa0★★★½ ratings (9%)', '4': '127,870\xa0★★★★ ratings (25%)', '4.5': '90,383\xa0★★★★½ ratings (18%)', '5': '175,956\xa0★★★★★ ratings (34%)'}","[['David Lynch', 'Gender\nMale', 'Birthday\nJanuary 20, 1946 (78 years old)']]"
8,2001,The Royal Tenenbaums,"['Drama', 'Comedy']",110,"{'0.5': '783\xa0half-★ ratings (0%)', '1': '2,246\xa0★ ratings (0%)', '1.5': '1,554\xa0★½ ratings (0%)', '2': '8,541\xa0★★ ratings (2%)', '2.5': '10,024\xa0★★½ ratings (2%)', '3': '48,666\xa0★★★ ratings (9%)', '3.5': '73,146\xa0★★★½ ratings (14%)', '4': '174,667\xa0★★★★ ratings (33%)', '4.5': '90,364\xa0★★★★½ ratings (17%)', '5': '126,788\xa0★★★★★ ratings (24%)'}","[['Wes Anderson', 'Gender\nMale', 'Birthday\nMay 1, 1969 (54 years old)']]"
9,2001,Ocean’s Eleven,"['Thriller', 'Crime']",116,"{'0.5': '550\xa0half-★ ratings (0%)', '1': '1,970\xa0★ ratings (0%)', '1.5': '1,659\xa0★½ ratings (0%)', '2': '10,523\xa0★★ ratings (2%)', '2.5': '14,878\xa0★★½ ratings (2%)', '3': '84,681\xa0★★★ ratings (14%)', '3.5': '117,423\xa0★★★½ ratings (20%)', '4': '218,277\xa0★★★★ ratings (36%)', '4.5': '68,243\xa0★★★★½ ratings (11%)', '5': '80,847\xa0★★★★★ ratings (13%)'}","[['Steven Soderbergh', 'Gender\nMale', 'Birthday\nJanuary 14, 1963 (61 years old)']]"
