,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,2013,The Wolf of Wall Street,"['Comedy', 'Drama', 'Crime']",180,"{'0.5': '5,740\xa0half-★ ratings (0%)', '1': '15,120\xa0★ ratings (1%)', '1.5': '6,872\xa0★½ ratings (0%)', '2': '46,957\xa0★★ ratings (3%)', '2.5': '35,380\xa0★★½ ratings (2%)', '3': '215,421\xa0★★★ ratings (12%)', '3.5': '199,808\xa0★★★½ ratings (11%)', '4': '601,039\xa0★★★★ ratings (33%)', '4.5': '269,019\xa0★★★★½ ratings (15%)', '5': '427,916\xa0★★★★★ ratings (23%)'}","[['Martin Scorsese', 'Gender\nMale', 'Birthday\nNovember 17, 1942 (81 years old)']]"
1,2013,Her,"['Science Fiction', 'Drama', 'Romance']",126,"{'0.5': '3,765\xa0half-★ ratings (0%)', '1': '10,562\xa0★ ratings (1%)', '1.5': '5,419\xa0★½ ratings (0%)', '2': '33,485\xa0★★ ratings (3%)', '2.5': '26,784\xa0★★½ ratings (2%)', '3': '140,961\xa0★★★ ratings (11%)', '3.5': '143,652\xa0★★★½ ratings (12%)', '4': '391,331\xa0★★★★ ratings (32%)', '4.5': '178,045\xa0★★★★½ ratings (14%)', '5': '296,368\xa0★★★★★ ratings (24%)'}","[['Spike Jonze', 'Gender\nMale', 'Birthday\nOctober 22, 1969 (54 years old)']]"
2,2013,Prisoners,"['Thriller', 'Crime', 'Drama']",153,"{'0.5': '645\xa0half-★ ratings (0%)', '1': '1,520\xa0★ ratings (0%)', '1.5': '1,316\xa0★½ ratings (0%)', '2': '7,266\xa0★★ ratings (1%)', '2.5': '9,338\xa0★★½ ratings (1%)', '3': '52,905\xa0★★★ ratings (5%)', '3.5': '92,467\xa0★★★½ ratings (10%)', '4': '302,099\xa0★★★★ ratings (31%)', '4.5': '226,510\xa0★★★★½ ratings (23%)', '5': '269,917\xa0★★★★★ ratings (28%)'}","[['Denis Villeneuve', 'Gender\nMale', 'Birthday\nOctober 3, 1967 (56 years old)']]"
3,2013,The Hunger Games: Catching Fire,"['Science Fiction', 'Adventure', 'Action']",146,"{'0.5': '2,528\xa0half-★ ratings (0%)', '1': '8,680\xa0★ ratings (1%)', '1.5': '6,741\xa0★½ ratings (1%)', '2': '36,884\xa0★★ ratings (4%)', '2.5': '38,363\xa0★★½ ratings (4%)', '3': '150,046\xa0★★★ ratings (16%)', '3.5': '137,445\xa0★★★½ ratings (15%)', '4': '243,850\xa0★★★★ ratings (26%)', '4.5': '88,018\xa0★★★★½ ratings (9%)', '5': '219,718\xa0★★★★★ ratings (24%)'}","[['Francis Lawrence', 'Gender\nMale', 'Birthday\nMarch 26, 1971 (52 years old)']]"
4,2013,The Great Gatsby,"['Romance', 'Drama']",143,"{'0.5': '4,614\xa0half-★ ratings (1%)', '1': '13,609\xa0★ ratings (2%)', '1.5': '12,494\xa0★½ ratings (2%)', '2': '52,850\xa0★★ ratings (7%)', '2.5': '56,964\xa0★★½ ratings (8%)', '3': '171,062\xa0★★★ ratings (24%)', '3.5': '135,949\xa0★★★½ ratings (19%)', '4': '161,714\xa0★★★★ ratings (22%)', '4.5': '39,157\xa0★★★★½ ratings (5%)', '5': '72,590\xa0★★★★★ ratings (10%)'}","[['Baz Luhrmann', 'Gender\nMale', 'Birthday\nSeptember 17, 1962 (61 years old)']]"
5,2013,Iron Man 3,"['Action', 'Adventure', 'Science Fiction']",130,"{'0.5': '9,118\xa0half-★ ratings (1%)', '1': '26,028\xa0★ ratings (3%)', '1.5': '22,924\xa0★½ ratings (3%)', '2': '94,354\xa0★★ ratings (12%)', '2.5': '95,342\xa0★★½ ratings (12%)', '3': '237,030\xa0★★★ ratings (29%)', '3.5': '136,097\xa0★★★½ ratings (17%)', '4': '127,694\xa0★★★★ ratings (16%)', '4.5': '22,260\xa0★★★★½ ratings (3%)', '5': '44,991\xa0★★★★★ ratings (6%)'}","[['Shane Black', 'Gender\nMale', 'Birthday\nDecember 16, 1961 (62 years old)']]"
6,2013,About Time,"['Fantasy', 'Romance', 'Drama']",123,"{'0.5': '1,575\xa0half-★ ratings (0%)', '1': '3,717\xa0★ ratings (1%)', '1.5': '2,950\xa0★½ ratings (0%)', '2': '13,349\xa0★★ ratings (2%)', '2.5': '15,385\xa0★★½ ratings (3%)', '3': '64,282\xa0★★★ ratings (11%)', '3.5': '79,769\xa0★★★½ ratings (13%)', '4': '170,009\xa0★★★★ ratings (29%)', '4.5': '74,347\xa0★★★★½ ratings (13%)', '5': '167,704\xa0★★★★★ ratings (28%)'}","[['Richard Curtis', 'Gender\nMale', 'Birthday\nNovember 8, 1956 (67 years old)']]"
7,2013,Frozen,"['Fantasy', 'Animation', 'Adventure', 'Family']",102,"{'0.5': '6,851\xa0half-★ ratings (1%)', '1': '15,734\xa0★ ratings (2%)', '1.5': '11,429\xa0★½ ratings (1%)', '2': '55,744\xa0★★ ratings (7%)', '2.5': '57,714\xa0★★½ ratings (7%)', '3': '197,295\xa0★★★ ratings (25%)', '3.5': '134,753\xa0★★★½ ratings (17%)', '4': '178,790\xa0★★★★ ratings (23%)', '4.5': '37,529\xa0★★★★½ ratings (5%)', '5': '92,692\xa0★★★★★ ratings (12%)'}","[['Chris Buck', 'Gender\nMale', 'Birthday\nFebruary 24, 1958 (65 years old)'], ['Jennifer Lee', 'Gender\nFemale', 'Birthday\nOctober 22, 1971 (52 years old)']]"
8,2013,The Conjuring,"['Horror', 'Thriller']",112,"{'0.5': '2,775\xa0half-★ ratings (0%)', '1': '7,832\xa0★ ratings (1%)', '1.5': '6,507\xa0★½ ratings (1%)', '2': '31,413\xa0★★ ratings (4%)', '2.5': '35,179\xa0★★½ ratings (5%)', '3': '136,695\xa0★★★ ratings (19%)', '3.5': '136,255\xa0★★★½ ratings (19%)', '4': '207,578\xa0★★★★ ratings (29%)', '4.5': '50,038\xa0★★★★½ ratings (7%)', '5': '91,734\xa0★★★★★ ratings (13%)'}","[['James Wan', 'Gender\nMale', 'Birthday\nFebruary 26, 1977 (46 years old)']]"
9,2013,Thor: The Dark World,"['Action', 'Adventure', 'Fantasy']",112,"{'0.5': '33,726\xa0half-★ ratings (5%)', '1': '79,393\xa0★ ratings (11%)', '1.5': '63,904\xa0★½ ratings (9%)', '2': '156,837\xa0★★ ratings (23%)', '2.5': '100,546\xa0★★½ ratings (15%)', '3': '141,127\xa0★★★ ratings (20%)', '3.5': '49,913\xa0★★★½ ratings (7%)', '4': '44,151\xa0★★★★ ratings (6%)', '4.5': '5,251\xa0★★★★½ ratings (1%)', '5': '16,870\xa0★★★★★ ratings (2%)'}","[['Alan Taylor', 'Gender\nMale', 'Birthday\nJanuary 1, 1965 (59 years old)']]"
