,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,1988,My Neighbor Totoro,"['Fantasy', 'Animation', 'Family']",86,"{'0.5': '675\xa0half-★ ratings (0%)', '1': '1,837\xa0★ ratings (0%)', '1.5': '1,518\xa0★½ ratings (0%)', '2': '9,146\xa0★★ ratings (1%)', '2.5': '11,956\xa0★★½ ratings (1%)', '3': '71,478\xa0★★★ ratings (8%)', '3.5': '96,044\xa0★★★½ ratings (11%)', '4': '265,110\xa0★★★★ ratings (31%)', '4.5': '122,427\xa0★★★★½ ratings (14%)', '5': '282,810\xa0★★★★★ ratings (33%)'}","[['Hayao Miyazaki', 'Gender\nMale', 'Birthday\nJanuary 5, 1941 (83 years old)']]"
1,1988,Die Hard,"['Thriller', 'Action']",132,"{'0.5': '728\xa0half-★ ratings (0%)', '1': '2,125\xa0★ ratings (0%)', '1.5': '1,531\xa0★½ ratings (0%)', '2': '9,780\xa0★★ ratings (2%)', '2.5': '11,366\xa0★★½ ratings (2%)', '3': '64,529\xa0★★★ ratings (11%)', '3.5': '83,509\xa0★★★½ ratings (14%)', '4': '203,767\xa0★★★★ ratings (34%)', '4.5': '89,675\xa0★★★★½ ratings (15%)', '5': '136,574\xa0★★★★★ ratings (23%)'}","[['John McTiernan', 'Gender\nMale', 'Birthday\nJanuary 8, 1951 (73 years old)']]"
2,1988,Beetlejuice,"['Fantasy', 'Comedy']",92,"{'0.5': '1,139\xa0half-★ ratings (0%)', '1': '3,413\xa0★ ratings (1%)', '1.5': '2,742\xa0★½ ratings (1%)', '2': '14,648\xa0★★ ratings (3%)', '2.5': '17,714\xa0★★½ ratings (3%)', '3': '83,394\xa0★★★ ratings (16%)', '3.5': '97,050\xa0★★★½ ratings (18%)', '4': '168,853\xa0★★★★ ratings (32%)', '4.5': '47,455\xa0★★★★½ ratings (9%)', '5': '94,866\xa0★★★★★ ratings (18%)'}","[['Tim Burton', 'Gender\nMale', 'Birthday\nAugust 25, 1958 (65 years old)']]"
3,1988,Grave of the Fireflies,"['War', 'Drama', 'Animation']",89,"{'0.5': '482\xa0half-★ ratings (0%)', '1': '877\xa0★ ratings (0%)', '1.5': '682\xa0★½ ratings (0%)', '2': '3,089\xa0★★ ratings (1%)', '2.5': '3,936\xa0★★½ ratings (1%)', '3': '17,230\xa0★★★ ratings (4%)', '3.5': '27,230\xa0★★★½ ratings (7%)', '4': '92,584\xa0★★★★ ratings (24%)', '4.5': '75,853\xa0★★★★½ ratings (20%)', '5': '165,771\xa0★★★★★ ratings (43%)'}","[['Isao Takahata', 'Gender\nMale', 'Birthday\nOctober 29, 1935']]"
4,1988,Akira,"['Animation', 'Action', 'Science Fiction']",124,"{'0.5': '545\xa0half-★ ratings (0%)', '1': '1,270\xa0★ ratings (0%)', '1.5': '1,218\xa0★½ ratings (0%)', '2': '5,272\xa0★★ ratings (1%)', '2.5': '6,944\xa0★★½ ratings (2%)', '3': '29,278\xa0★★★ ratings (7%)', '3.5': '44,146\xa0★★★½ ratings (10%)', '4': '120,136\xa0★★★★ ratings (28%)', '4.5': '81,275\xa0★★★★½ ratings (19%)', '5': '137,871\xa0★★★★★ ratings (32%)'}","[['Katsuhiro Otomo', 'Gender\nMale', 'Birthday\nApril 14, 1954 (69 years old)']]"
5,1988,Cinema Paradiso,"['Drama', 'Romance']",124,"{'0.5': '219\xa0half-★ ratings (0%)', '1': '495\xa0★ ratings (0%)', '1.5': '377\xa0★½ ratings (0%)', '2': '1,720\xa0★★ ratings (1%)', '2.5': '2,304\xa0★★½ ratings (1%)', '3': '10,355\xa0★★★ ratings (5%)', '3.5': '16,163\xa0★★★½ ratings (7%)', '4': '52,126\xa0★★★★ ratings (24%)', '4.5': '42,614\xa0★★★★½ ratings (19%)', '5': '95,150\xa0★★★★★ ratings (43%)'}","[['Giuseppe Tornatore', 'Gender\nMale', 'Birthday\nMay 27, 1956 (67 years old)']]"
6,1988,Rain Man,['Drama'],134,"{'0.5': '426\xa0half-★ ratings (0%)', '1': '1,073\xa0★ ratings (0%)', '1.5': '1,044\xa0★½ ratings (0%)', '2': '4,993\xa0★★ ratings (2%)', '2.5': '7,226\xa0★★½ ratings (3%)', '3': '35,475\xa0★★★ ratings (15%)', '3.5': '51,503\xa0★★★½ ratings (21%)', '4': '90,736\xa0★★★★ ratings (37%)', '4.5': '27,042\xa0★★★★½ ratings (11%)', '5': '24,377\xa0★★★★★ ratings (10%)'}","[['Barry Levinson', 'Gender\nMale', 'Birthday\nApril 6, 1942 (81 years old)']]"
7,1988,Who Framed Roger Rabbit,"['Animation', 'Crime', 'Comedy', 'Fantasy']",104,"{'0.5': '365\xa0half-★ ratings (0%)', '1': '1,285\xa0★ ratings (1%)', '1.5': '977\xa0★½ ratings (0%)', '2': '5,724\xa0★★ ratings (2%)', '2.5': '7,004\xa0★★½ ratings (3%)', '3': '33,136\xa0★★★ ratings (13%)', '3.5': '41,626\xa0★★★½ ratings (17%)', '4': '80,913\xa0★★★★ ratings (33%)', '4.5': '30,672\xa0★★★★½ ratings (12%)', '5': '46,085\xa0★★★★★ ratings (19%)'}","[['Robert Zemeckis', 'Gender\nMale', 'Birthday\nMay 14, 1951 (72 years old)']]"
8,1988,They Live,"['Action', 'Science Fiction']",94,"{'0.5': '313\xa0half-★ ratings (0%)', '1': '912\xa0★ ratings (0%)', '1.5': '1,076\xa0★½ ratings (1%)', '2': '4,740\xa0★★ ratings (3%)', '2.5': '7,775\xa0★★½ ratings (4%)', '3': '28,444\xa0★★★ ratings (15%)', '3.5': '42,261\xa0★★★½ ratings (22%)', '4': '61,924\xa0★★★★ ratings (33%)', '4.5': '20,288\xa0★★★★½ ratings (11%)', '5': '21,349\xa0★★★★★ ratings (11%)'}","[['John Carpenter', 'Gender\nMale', 'Birthday\nJanuary 16, 1948 (76 years old)']]"
9,1988,Child’s Play,['Horror'],87,"{'0.5': '990\xa0half-★ ratings (0%)', '1': '2,954\xa0★ ratings (1%)', '1.5': '2,624\xa0★½ ratings (1%)', '2': '12,575\xa0★★ ratings (6%)', '2.5': '15,533\xa0★★½ ratings (8%)', '3': '53,900\xa0★★★ ratings (27%)', '3.5': '43,113\xa0★★★½ ratings (22%)', '4': '43,780\xa0★★★★ ratings (22%)', '4.5': '8,508\xa0★★★★½ ratings (4%)', '5': '15,265\xa0★★★★★ ratings (8%)'}","[['Tom Holland', 'Gender\nMale', 'Birthday\nJuly 11, 1943 (80 years old)']]"
