,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,2016,La La Land,"['Drama', 'Comedy', 'Music', 'Romance']",129,"{'0.5': '9,973\xa0half-★ ratings (1%)', '1': '30,699\xa0★ ratings (2%)', '1.5': '10,347\xa0★½ ratings (1%)', '2': '73,048\xa0★★ ratings (4%)', '2.5': '41,798\xa0★★½ ratings (2%)', '3': '211,292\xa0★★★ ratings (11%)', '3.5': '159,411\xa0★★★½ ratings (8%)', '4': '467,623\xa0★★★★ ratings (24%)', '4.5': '244,751\xa0★★★★½ ratings (13%)', '5': '690,132\xa0★★★★★ ratings (36%)'}","[['Damien Chazelle', 'Gender\nMale', 'Birthday\nJanuary 19, 1985 (39 years old)']]"
1,2016,Arrival,"['Science Fiction', 'Mystery', 'Drama']",116,"{'0.5': '2,095\xa0half-★ ratings (0%)', '1': '7,266\xa0★ ratings (1%)', '1.5': '3,969\xa0★½ ratings (0%)', '2': '29,623\xa0★★ ratings (2%)', '2.5': '24,172\xa0★★½ ratings (2%)', '3': '133,459\xa0★★★ ratings (11%)', '3.5': '136,203\xa0★★★½ ratings (11%)', '4': '387,705\xa0★★★★ ratings (31%)', '4.5': '212,435\xa0★★★★½ ratings (17%)', '5': '326,597\xa0★★★★★ ratings (26%)'}","[['Denis Villeneuve', 'Gender\nMale', 'Birthday\nOctober 3, 1967 (56 years old)']]"
2,2016,Deadpool,"['Action', 'Comedy', 'Adventure']",108,"{'0.5': '5,042\xa0half-★ ratings (0%)', '1': '14,227\xa0★ ratings (1%)', '1.5': '9,674\xa0★½ ratings (1%)', '2': '49,039\xa0★★ ratings (4%)', '2.5': '49,950\xa0★★½ ratings (4%)', '3': '241,055\xa0★★★ ratings (18%)', '3.5': '229,859\xa0★★★½ ratings (17%)', '4': '432,671\xa0★★★★ ratings (32%)', '4.5': '101,001\xa0★★★★½ ratings (8%)', '5': '199,523\xa0★★★★★ ratings (15%)'}","[['Tim Miller', 'Gender\nMale', 'Birthday\nOctober 10, 1964 (59 years old)']]"
3,2016,Moonlight,['Drama'],111,"{'0.5': '2,473\xa0half-★ ratings (0%)', '1': '5,311\xa0★ ratings (1%)', '1.5': '2,608\xa0★½ ratings (0%)', '2': '16,046\xa0★★ ratings (2%)', '2.5': '14,341\xa0★★½ ratings (2%)', '3': '70,978\xa0★★★ ratings (8%)', '3.5': '77,406\xa0★★★½ ratings (9%)', '4': '228,682\xa0★★★★ ratings (27%)', '4.5': '137,965\xa0★★★★½ ratings (16%)', '5': '299,158\xa0★★★★★ ratings (35%)'}","[['Barry Jenkins', 'Gender\nMale', 'Birthday\nNovember 19, 1979 (44 years old)']]"
4,2016,Doctor Strange,"['Action', 'Adventure', 'Fantasy']",115,"{'0.5': '3,553\xa0half-★ ratings (0%)', '1': '12,261\xa0★ ratings (1%)', '1.5': '10,016\xa0★½ ratings (1%)', '2': '57,106\xa0★★ ratings (5%)', '2.5': '69,809\xa0★★½ ratings (6%)', '3': '277,915\xa0★★★ ratings (25%)', '3.5': '236,935\xa0★★★½ ratings (21%)', '4': '302,011\xa0★★★★ ratings (27%)', '4.5': '56,963\xa0★★★★½ ratings (5%)', '5': '103,140\xa0★★★★★ ratings (9%)'}","[['Scott Derrickson', 'Gender\nMale', 'Birthday\nJuly 16, 1966 (57 years old)']]"
5,2016,Captain America: Civil War,"['Action', 'Science Fiction', 'Adventure']",147,"{'0.5': '5,710\xa0half-★ ratings (1%)', '1': '15,452\xa0★ ratings (1%)', '1.5': '11,200\xa0★½ ratings (1%)', '2': '57,008\xa0★★ ratings (5%)', '2.5': '58,861\xa0★★½ ratings (5%)', '3': '220,594\xa0★★★ ratings (20%)', '3.5': '195,088\xa0★★★½ ratings (17%)', '4': '319,068\xa0★★★★ ratings (28%)', '4.5': '100,114\xa0★★★★½ ratings (9%)', '5': '136,467\xa0★★★★★ ratings (12%)'}","[['Anthony Russo', 'Gender\nMale', 'Birthday\nFebruary 3, 1970 (54 years old)'], ['Joe Russo', 'Gender\nMale', 'Birthday\nJuly 18, 1971 (52 years old)']]"
6,2016,Split,"['Thriller', 'Horror']",117,"{'0.5': '5,145\xa0half-★ ratings (1%)', '1': '12,033\xa0★ ratings (1%)', '1.5': '9,226\xa0★½ ratings (1%)', '2': '45,144\xa0★★ ratings (5%)', '2.5': '51,425\xa0★★½ ratings (6%)', '3': '190,922\xa0★★★ ratings (22%)', '3.5': '185,275\xa0★★★½ ratings (21%)', '4': '240,696\xa0★★★★ ratings (27%)', '4.5': '53,277\xa0★★★★½ ratings (6%)', '5': '89,358\xa0★★★★★ ratings (10%)'}","[['M. Night Shyamalan', 'Gender\nMale', 'Birthday\nAugust 6, 1970 (53 years old)']]"
7,2016,Rogue One: A Star Wars Story,"['Adventure', 'Science Fiction', 'Action']",133,"{'0.5': '4,120\xa0half-★ ratings (0%)', '1': '11,682\xa0★ ratings (1%)', '1.5': '8,413\xa0★½ ratings (1%)', '2': '38,948\xa0★★ ratings (4%)', '2.5': '40,425\xa0★★½ ratings (5%)', '3': '141,452\xa0★★★ ratings (16%)', '3.5': '150,322\xa0★★★½ ratings (17%)', '4': '270,290\xa0★★★★ ratings (31%)', '4.5': '97,670\xa0★★★★½ ratings (11%)', '5': '120,463\xa0★★★★★ ratings (14%)'}","[['Gareth Edwards', 'Gender\nMale', 'Birthday\nJune 1, 1975 (48 years old)']]"
8,2016,The Nice Guys,"['Action', 'Comedy', 'Crime']",116,"{'0.5': '901\xa0half-★ ratings (0%)', '1': '3,204\xa0★ ratings (0%)', '1.5': '2,742\xa0★½ ratings (0%)', '2': '15,283\xa0★★ ratings (2%)', '2.5': '20,513\xa0★★½ ratings (3%)', '3': '93,691\xa0★★★ ratings (14%)', '3.5': '136,789\xa0★★★½ ratings (20%)', '4': '237,586\xa0★★★★ ratings (35%)', '4.5': '86,956\xa0★★★★½ ratings (13%)', '5': '76,177\xa0★★★★★ ratings (11%)'}","[['Shane Black', 'Gender\nMale', 'Birthday\nDecember 16, 1961 (62 years old)']]"
9,2016,Your Name.,"['Romance', 'Animation', 'Drama']",106,"{'0.5': '1,798\xa0half-★ ratings (0%)', '1': '3,237\xa0★ ratings (0%)', '1.5': '2,600\xa0★½ ratings (0%)', '2': '11,198\xa0★★ ratings (2%)', '2.5': '13,439\xa0★★½ ratings (2%)', '3': '52,322\xa0★★★ ratings (8%)', '3.5': '68,574\xa0★★★½ ratings (10%)', '4': '173,686\xa0★★★★ ratings (26%)', '4.5': '110,361\xa0★★★★½ ratings (17%)', '5': '228,769\xa0★★★★★ ratings (34%)'}","[['Makoto Shinkai', 'Gender\nMale', 'Birthday\nFebruary 9, 1973 (51 years old)']]"
