,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,2004,Eternal Sunshine of the Spotless Mind,"['Science Fiction', 'Romance', 'Drama']",108,"{'0.5': '2,100\xa0half-★ ratings (0%)', '1': '6,324\xa0★ ratings (0%)', '1.5': '3,446\xa0★½ ratings (0%)', '2': '22,039\xa0★★ ratings (2%)', '2.5': '18,197\xa0★★½ ratings (1%)', '3': '107,337\xa0★★★ ratings (8%)', '3.5': '118,562\xa0★★★½ ratings (9%)', '4': '383,553\xa0★★★★ ratings (28%)', '4.5': '221,942\xa0★★★★½ ratings (16%)', '5': '500,646\xa0★★★★★ ratings (36%)'}","[['Michel Gondry', 'Gender\nMale', 'Birthday\nMay 8, 1963 (60 years old)']]"
1,2004,Mean Girls,['Comedy'],97,"{'0.5': '2,241\xa0half-★ ratings (0%)', '1': '6,263\xa0★ ratings (1%)', '1.5': '5,104\xa0★½ ratings (0%)', '2': '29,341\xa0★★ ratings (3%)', '2.5': '33,348\xa0★★½ ratings (3%)', '3': '173,827\xa0★★★ ratings (15%)', '3.5': '169,731\xa0★★★½ ratings (15%)', '4': '353,674\xa0★★★★ ratings (30%)', '4.5': '93,464\xa0★★★★½ ratings (8%)', '5': '293,689\xa0★★★★★ ratings (25%)'}","[['Mark Waters', 'Gender\nMale', 'Birthday\nJune 30, 1964 (59 years old)']]"
2,2004,Harry Potter and the Prisoner of Azkaban,"['Fantasy', 'Adventure']",141,"{'0.5': '2,095\xa0half-★ ratings (0%)', '1': '4,851\xa0★ ratings (0%)', '1.5': '2,525\xa0★½ ratings (0%)', '2': '17,861\xa0★★ ratings (1%)', '2.5': '19,083\xa0★★½ ratings (2%)', '3': '127,077\xa0★★★ ratings (11%)', '3.5': '140,147\xa0★★★½ ratings (12%)', '4': '374,662\xa0★★★★ ratings (31%)', '4.5': '156,023\xa0★★★★½ ratings (13%)', '5': '347,483\xa0★★★★★ ratings (29%)'}","[['Alfonso Cuarón', 'Gender\nMale', 'Birthday\nNovember 28, 1961 (62 years old)']]"
3,2004,Howl’s Moving Castle,"['Fantasy', 'Adventure', 'Animation']",119,"{'0.5': '591\xa0half-★ ratings (0%)', '1': '1,489\xa0★ ratings (0%)', '1.5': '1,251\xa0★½ ratings (0%)', '2': '7,006\xa0★★ ratings (1%)', '2.5': '10,053\xa0★★½ ratings (1%)', '3': '55,116\xa0★★★ ratings (6%)', '3.5': '87,988\xa0★★★½ ratings (9%)', '4': '257,592\xa0★★★★ ratings (26%)', '4.5': '158,745\xa0★★★★½ ratings (16%)', '5': '422,041\xa0★★★★★ ratings (42%)'}","[['Hayao Miyazaki', 'Gender\nMale', 'Birthday\nJanuary 5, 1941 (83 years old)']]"
4,2004,The Incredibles,"['Animation', 'Family', 'Adventure', 'Action']",115,"{'0.5': '1,054\xa0half-★ ratings (0%)', '1': '3,872\xa0★ ratings (0%)', '1.5': '2,552\xa0★½ ratings (0%)', '2': '20,393\xa0★★ ratings (2%)', '2.5': '19,868\xa0★★½ ratings (2%)', '3': '137,116\xa0★★★ ratings (12%)', '3.5': '132,406\xa0★★★½ ratings (12%)', '4': '366,833\xa0★★★★ ratings (33%)', '4.5': '143,507\xa0★★★★½ ratings (13%)', '5': '287,463\xa0★★★★★ ratings (26%)'}","[['Brad Bird', 'Gender\nMale', 'Birthday\nSeptember 24, 1957 (66 years old)']]"
5,2004,Spider-Man 2,"['Action', 'Science Fiction', 'Adventure']",127,"{'0.5': '1,738\xa0half-★ ratings (0%)', '1': '6,787\xa0★ ratings (1%)', '1.5': '4,860\xa0★½ ratings (0%)', '2': '33,871\xa0★★ ratings (3%)', '2.5': '30,720\xa0★★½ ratings (3%)', '3': '152,645\xa0★★★ ratings (15%)', '3.5': '140,409\xa0★★★½ ratings (14%)', '4': '290,203\xa0★★★★ ratings (29%)', '4.5': '127,419\xa0★★★★½ ratings (13%)', '5': '201,455\xa0★★★★★ ratings (20%)'}","[['Sam Raimi', 'Gender\nMale', 'Birthday\nOctober 23, 1959 (64 years old)']]"
6,2004,Shrek 2,"['Family', 'Adventure', 'Comedy', 'Animation', 'Fantasy']",93,"{'0.5': '1,800\xa0half-★ ratings (0%)', '1': '5,592\xa0★ ratings (1%)', '1.5': '4,037\xa0★½ ratings (0%)', '2': '24,590\xa0★★ ratings (3%)', '2.5': '23,652\xa0★★½ ratings (3%)', '3': '111,204\xa0★★★ ratings (13%)', '3.5': '96,427\xa0★★★½ ratings (12%)', '4': '207,768\xa0★★★★ ratings (25%)', '4.5': '83,938\xa0★★★★½ ratings (10%)', '5': '272,076\xa0★★★★★ ratings (33%)'}","[['Andrew Adamson', 'Gender\nMale', 'Birthday\nDecember 1, 1966 (57 years old)'], ['Kelly Asbury', 'Gender\nMale', 'Birthday\nJanuary 15, 1960'], ['Conrad Vernon', 'Gender\nMale', 'Birthday\nJuly 11, 1968 (55 years old)']]"
7,2004,Kill Bill: Vol. 2,"['Thriller', 'Action', 'Crime']",136,"{'0.5': '984\xa0half-★ ratings (0%)', '1': '2,926\xa0★ ratings (0%)', '1.5': '2,140\xa0★½ ratings (0%)', '2': '12,296\xa0★★ ratings (2%)', '2.5': '14,077\xa0★★½ ratings (2%)', '3': '75,113\xa0★★★ ratings (10%)', '3.5': '101,499\xa0★★★½ ratings (14%)', '4': '253,445\xa0★★★★ ratings (35%)', '4.5': '106,518\xa0★★★★½ ratings (15%)', '5': '157,721\xa0★★★★★ ratings (22%)'}","[['Quentin Tarantino', 'Gender\nMale', 'Birthday\nMarch 27, 1963 (60 years old)']]"
8,2004,The Notebook,"['Romance', 'Drama']",123,"{'0.5': '4,172\xa0half-★ ratings (1%)', '1': '9,478\xa0★ ratings (2%)', '1.5': '7,027\xa0★½ ratings (1%)', '2': '29,947\xa0★★ ratings (5%)', '2.5': '30,794\xa0★★½ ratings (5%)', '3': '104,225\xa0★★★ ratings (17%)', '3.5': '96,347\xa0★★★½ ratings (15%)', '4': '154,231\xa0★★★★ ratings (25%)', '4.5': '49,456\xa0★★★★½ ratings (8%)', '5': '141,052\xa0★★★★★ ratings (23%)'}","[['Nick Cassavetes', 'Gender\nMale', 'Birthday\nMay 21, 1959 (64 years old)']]"
9,2004,Shaun of the Dead,"['Comedy', 'Horror']",99,"{'0.5': '1,149\xa0half-★ ratings (0%)', '1': '3,059\xa0★ ratings (0%)', '1.5': '2,378\xa0★½ ratings (0%)', '2': '11,666\xa0★★ ratings (2%)', '2.5': '14,268\xa0★★½ ratings (2%)', '3': '71,726\xa0★★★ ratings (11%)', '3.5': '100,115\xa0★★★½ ratings (15%)', '4': '226,318\xa0★★★★ ratings (35%)', '4.5': '95,808\xa0★★★★½ ratings (15%)', '5': '123,690\xa0★★★★★ ratings (19%)'}","[['Edgar Wright', 'Gender\nMale', 'Birthday\nApril 18, 1974 (49 years old)']]"
