,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,1992,Reservoir Dogs,"['Crime', 'Thriller']",99,"{'0.5': '1,079\xa0half-★ ratings (0%)', '1': '2,797\xa0★ ratings (0%)', '1.5': '2,040\xa0★½ ratings (0%)', '2': '10,748\xa0★★ ratings (1%)', '2.5': '12,139\xa0★★½ ratings (1%)', '3': '69,293\xa0★★★ ratings (8%)', '3.5': '105,778\xa0★★★½ ratings (12%)', '4': '308,275\xa0★★★★ ratings (35%)', '4.5': '167,448\xa0★★★★½ ratings (19%)', '5': '189,989\xa0★★★★★ ratings (22%)'}","[['Quentin Tarantino', 'Gender\nMale', 'Birthday\nMarch 27, 1963 (60 years old)']]"
1,1992,Aladdin,"['Adventure', 'Romance', 'Family', 'Fantasy', 'Animation']",95,"{'0.5': '756\xa0half-★ ratings (0%)', '1': '2,325\xa0★ ratings (0%)', '1.5': '1,780\xa0★½ ratings (0%)', '2': '11,666\xa0★★ ratings (2%)', '2.5': '13,823\xa0★★½ ratings (3%)', '3': '78,658\xa0★★★ ratings (16%)', '3.5': '85,112\xa0★★★½ ratings (17%)', '4': '172,473\xa0★★★★ ratings (34%)', '4.5': '51,783\xa0★★★★½ ratings (10%)', '5': '88,223\xa0★★★★★ ratings (17%)'}","[['Ron Clements', 'Gender\nMale', 'Birthday\nApril 25, 1953 (70 years old)'], ['John Musker', 'Gender\nMale', 'Birthday\nNovember 8, 1953 (70 years old)']]"
2,1992,Home Alone 2: Lost in New York,"['Comedy', 'Family', 'Adventure']",120,"{'0.5': '1,916\xa0half-★ ratings (0%)', '1': '6,099\xa0★ ratings (1%)', '1.5': '5,964\xa0★½ ratings (1%)', '2': '30,080\xa0★★ ratings (6%)', '2.5': '35,433\xa0★★½ ratings (8%)', '3': '115,335\xa0★★★ ratings (24%)', '3.5': '86,845\xa0★★★½ ratings (18%)', '4': '106,316\xa0★★★★ ratings (23%)', '4.5': '27,902\xa0★★★★½ ratings (6%)', '5': '55,595\xa0★★★★★ ratings (12%)'}","[['Chris Columbus', 'Gender\nMale', 'Birthday\nSeptember 10, 1958 (65 years old)']]"
3,1992,Batman Returns,"['Fantasy', 'Action']",126,"{'0.5': '767\xa0half-★ ratings (0%)', '1': '2,730\xa0★ ratings (1%)', '1.5': '3,068\xa0★½ ratings (1%)', '2': '14,302\xa0★★ ratings (5%)', '2.5': '18,366\xa0★★½ ratings (6%)', '3': '62,709\xa0★★★ ratings (21%)', '3.5': '62,491\xa0★★★½ ratings (21%)', '4': '75,342\xa0★★★★ ratings (26%)', '4.5': '20,971\xa0★★★★½ ratings (7%)', '5': '34,492\xa0★★★★★ ratings (12%)'}","[['Tim Burton', 'Gender\nMale', 'Birthday\nAugust 25, 1958 (65 years old)']]"
4,1992,Bram Stoker’s Dracula,"['Horror', 'Romance']",127,"{'0.5': '812\xa0half-★ ratings (0%)', '1': '2,077\xa0★ ratings (1%)', '1.5': '2,170\xa0★½ ratings (1%)', '2': '9,170\xa0★★ ratings (4%)', '2.5': '11,742\xa0★★½ ratings (5%)', '3': '38,219\xa0★★★ ratings (17%)', '3.5': '44,502\xa0★★★½ ratings (20%)', '4': '62,385\xa0★★★★ ratings (28%)', '4.5': '20,575\xa0★★★★½ ratings (9%)', '5': '28,408\xa0★★★★★ ratings (13%)'}","[['Francis Ford Coppola', 'Gender\nMale', 'Birthday\nApril 7, 1939 (84 years old)']]"
5,1992,Porco Rosso,"['Family', 'Adventure', 'Comedy', 'Animation']",93,"{'0.5': '252\xa0half-★ ratings (0%)', '1': '688\xa0★ ratings (0%)', '1.5': '635\xa0★½ ratings (0%)', '2': '3,476\xa0★★ ratings (2%)', '2.5': '5,385\xa0★★½ ratings (2%)', '3': '26,364\xa0★★★ ratings (12%)', '3.5': '41,537\xa0★★★½ ratings (18%)', '4': '78,614\xa0★★★★ ratings (34%)', '4.5': '33,389\xa0★★★★½ ratings (15%)', '5': '37,648\xa0★★★★★ ratings (17%)'}","[['Hayao Miyazaki', 'Gender\nMale', 'Birthday\nJanuary 5, 1941 (83 years old)']]"
6,1992,Twin Peaks: Fire Walk with Me,"['Mystery', 'Drama', 'Horror']",135,"{'0.5': '406\xa0half-★ ratings (0%)', '1': '922\xa0★ ratings (1%)', '1.5': '832\xa0★½ ratings (0%)', '2': '3,392\xa0★★ ratings (2%)', '2.5': '4,207\xa0★★½ ratings (2%)', '3': '15,328\xa0★★★ ratings (9%)', '3.5': '20,450\xa0★★★½ ratings (12%)', '4': '45,664\xa0★★★★ ratings (27%)', '4.5': '28,067\xa0★★★★½ ratings (16%)', '5': '52,557\xa0★★★★★ ratings (31%)'}","[['David Lynch', 'Gender\nMale', 'Birthday\nJanuary 20, 1946 (78 years old)']]"
7,1992,Army of Darkness,"['Comedy', 'Horror', 'Fantasy']",81,"{'0.5': '567\xa0half-★ ratings (0%)', '1': '1,400\xa0★ ratings (1%)', '1.5': '1,397\xa0★½ ratings (1%)', '2': '5,575\xa0★★ ratings (3%)', '2.5': '8,293\xa0★★½ ratings (4%)', '3': '30,490\xa0★★★ ratings (16%)', '3.5': '40,975\xa0★★★½ ratings (21%)', '4': '57,874\xa0★★★★ ratings (30%)', '4.5': '19,866\xa0★★★★½ ratings (10%)', '5': '25,326\xa0★★★★★ ratings (13%)'}","[['Sam Raimi', 'Gender\nMale', 'Birthday\nOctober 23, 1959 (64 years old)']]"
8,1992,Candyman,"['Thriller', 'Horror', 'Drama']",100,"{'0.5': '392\xa0half-★ ratings (0%)', '1': '1,342\xa0★ ratings (1%)', '1.5': '1,375\xa0★½ ratings (1%)', '2': '5,906\xa0★★ ratings (4%)', '2.5': '7,752\xa0★★½ ratings (5%)', '3': '29,514\xa0★★★ ratings (18%)', '3.5': '35,859\xa0★★★½ ratings (21%)', '4': '52,316\xa0★★★★ ratings (31%)', '4.5': '15,298\xa0★★★★½ ratings (9%)', '5': '17,460\xa0★★★★★ ratings (10%)'}","[['Bernard Rose', 'Gender\nMale', 'Birthday\nAugust 4, 1960 (63 years old)']]"
9,1992,Unforgiven,['Western'],130,"{'0.5': '155\xa0half-★ ratings (0%)', '1': '426\xa0★ ratings (0%)', '1.5': '441\xa0★½ ratings (0%)', '2': '2,026\xa0★★ ratings (1%)', '2.5': '3,095\xa0★★½ ratings (2%)', '3': '13,721\xa0★★★ ratings (8%)', '3.5': '22,695\xa0★★★½ ratings (14%)', '4': '55,157\xa0★★★★ ratings (33%)', '4.5': '32,752\xa0★★★★½ ratings (20%)', '5': '35,729\xa0★★★★★ ratings (21%)'}","[['Clint Eastwood', 'Gender\nMale', 'Birthday\nMay 31, 1930 (93 years old)']]"
10,1992,The Muppet Christmas Carol,"['Drama', 'Family', 'Comedy', 'Music', 'Fantasy']",86,"{'0.5': '315\xa0half-★ ratings (0%)', '1': '773\xa0★ ratings (0%)', '1.5': '558\xa0★½ ratings (0%)', '2': '3,134\xa0★★ ratings (2%)', '2.5': '4,004\xa0★★½ ratings (2%)', '3': '18,745\xa0★★★ ratings (12%)', '3.5': '24,067\xa0★★★½ ratings (15%)', '4': '48,878\xa0★★★★ ratings (30%)', '4.5': '19,304\xa0★★★★½ ratings (12%)', '5': '42,934\xa0★★★★★ ratings (26%)'}","[['Brian Henson', 'Gender\nMale', 'Birthday\nNovember 30, 1962 (61 years old)']]"
11,1992,Basic Instinct,"['Thriller', 'Mystery']",127,"{'0.5': '514\xa0half-★ ratings (0%)', '1': '1,419\xa0★ ratings (1%)', '1.5': '1,466\xa0★½ ratings (1%)', '2': '6,809\xa0★★ ratings (5%)', '2.5': '9,167\xa0★★½ ratings (6%)', '3': '30,792\xa0★★★ ratings (21%)', '3.5': '34,706\xa0★★★½ ratings (23%)', '4': '41,284\xa0★★★★ ratings (28%)', '4.5': '11,906\xa0★★★★½ ratings (8%)', '5': '11,272\xa0★★★★★ ratings (8%)'}","[['Paul Verhoeven', 'Gender\nMale', 'Birthday\nJuly 18, 1938 (85 years old)']]"
12,1992,Alien³,"['Horror', 'Science Fiction', 'Action']",114,"{'0.5': '1,754\xa0half-★ ratings (1%)', '1': '5,047\xa0★ ratings (3%)', '1.5': '6,972\xa0★½ ratings (4%)', '2': '26,103\xa0★★ ratings (14%)', '2.5': '32,091\xa0★★½ ratings (17%)', '3': '59,323\xa0★★★ ratings (32%)', '3.5': '28,059\xa0★★★½ ratings (15%)', '4': '18,110\xa0★★★★ ratings (10%)', '4.5': '2,736\xa0★★★★½ ratings (1%)', '5': '4,116\xa0★★★★★ ratings (2%)'}","[['David Fincher', 'Gender\nMale', 'Birthday\nAugust 28, 1962 (61 years old)']]"
13,1992,My Cousin Vinny,['Comedy'],120,"{'0.5': '81\xa0half-★ ratings (0%)', '1': '304\xa0★ ratings (0%)', '1.5': '352\xa0★½ ratings (0%)', '2': '1,953\xa0★★ ratings (1%)', '2.5': '3,175\xa0★★½ ratings (2%)', '3': '16,763\xa0★★★ ratings (12%)', '3.5': '28,530\xa0★★★½ ratings (20%)', '4': '52,857\xa0★★★★ ratings (37%)', '4.5': '17,670\xa0★★★★½ ratings (13%)', '5': '19,287\xa0★★★★★ ratings (14%)'}","[['Jonathan Lynn', 'Gender\nMale', 'Birthday\nApril 3, 1943 (80 years old)']]"
14,1992,A Few Good Men,['Drama'],138,"{'0.5': '103\xa0half-★ ratings (0%)', '1': '373\xa0★ ratings (0%)', '1.5': '415\xa0★½ ratings (0%)', '2': '2,197\xa0★★ ratings (2%)', '2.5': '3,400\xa0★★½ ratings (2%)', '3': '16,630\xa0★★★ ratings (11%)', '3.5': '27,410\xa0★★★½ ratings (19%)', '4': '53,622\xa0★★★★ ratings (37%)', '4.5': '21,993\xa0★★★★½ ratings (15%)', '5': '18,510\xa0★★★★★ ratings (13%)'}","[['Rob Reiner', 'Gender\nMale', 'Birthday\nMarch 6, 1947 (76 years old)']]"
15,1992,Scent of a Woman,"['Drama', 'Romance']",156,"{'0.5': '274\xa0half-★ ratings (0%)', '1': '802\xa0★ ratings (1%)', '1.5': '890\xa0★½ ratings (1%)', '2': '3,848\xa0★★ ratings (3%)', '2.5': '5,006\xa0★★½ ratings (3%)', '3': '17,507\xa0★★★ ratings (12%)', '3.5': '23,999\xa0★★★½ ratings (16%)', '4': '44,476\xa0★★★★ ratings (30%)', '4.5': '20,118\xa0★★★★½ ratings (14%)', '5': '29,316\xa0★★★★★ ratings (20%)'}","[['Martin Brest', 'Gender\nMale', 'Birthday\nAugust 8, 1951 (72 years old)']]"
16,1992,Death Becomes Her,"['Comedy', 'Fantasy', 'Horror']",104,"{'0.5': '283\xa0half-★ ratings (0%)', '1': '870\xa0★ ratings (1%)', '1.5': '962\xa0★½ ratings (1%)', '2': '4,580\xa0★★ ratings (4%)', '2.5': '6,910\xa0★★½ ratings (5%)', '3': '25,044\xa0★★★ ratings (20%)', '3.5': '28,586\xa0★★★½ ratings (22%)', '4': '35,536\xa0★★★★ ratings (28%)', '4.5': '8,672\xa0★★★★½ ratings (7%)', '5': '16,238\xa0★★★★★ ratings (13%)'}","[['Robert Zemeckis', 'Gender\nMale', 'Birthday\nMay 14, 1951 (72 years old)']]"
17,1992,Malcolm X,"['History', 'Drama']",202,"{'0.5': '82\xa0half-★ ratings (0%)', '1': '187\xa0★ ratings (0%)', '1.5': '209\xa0★½ ratings (0%)', '2': '1,123\xa0★★ ratings (1%)', '2.5': '1,398\xa0★★½ ratings (2%)', '3': '7,174\xa0★★★ ratings (8%)', '3.5': '11,445\xa0★★★½ ratings (12%)', '4': '29,990\xa0★★★★ ratings (33%)', '4.5': '18,593\xa0★★★★½ ratings (20%)', '5': '22,041\xa0★★★★★ ratings (24%)'}","[['Spike Lee', 'Gender\nMale', 'Birthday\nMarch 20, 1957 (66 years old)']]"
