,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,2000,American Psycho,"['Crime', 'Thriller', 'Horror', 'Drama']",102,"{'0.5': '4,069\xa0half-★ ratings (0%)', '1': '9,802\xa0★ ratings (1%)', '1.5': '6,658\xa0★½ ratings (0%)', '2': '39,332\xa0★★ ratings (2%)', '2.5': '42,274\xa0★★½ ratings (3%)', '3': '222,909\xa0★★★ ratings (14%)', '3.5': '252,463\xa0★★★½ ratings (15%)', '4': '566,755\xa0★★★★ ratings (35%)', '4.5': '191,620\xa0★★★★½ ratings (12%)', '5': '297,554\xa0★★★★★ ratings (18%)'}","[['Mary Harron', 'Gender\nFemale', 'Birthday\nJanuary 12, 1953 (71 years old)']]"
1,2000,Memento,"['Mystery', 'Thriller']",113,"{'0.5': '1,039\xa0half-★ ratings (0%)', '1': '2,958\xa0★ ratings (0%)', '1.5': '2,004\xa0★½ ratings (0%)', '2': '11,668\xa0★★ ratings (1%)', '2.5': '12,391\xa0★★½ ratings (1%)', '3': '72,155\xa0★★★ ratings (8%)', '3.5': '103,522\xa0★★★½ ratings (12%)', '4': '306,469\xa0★★★★ ratings (34%)', '4.5': '173,770\xa0★★★★½ ratings (20%)', '5': '203,284\xa0★★★★★ ratings (23%)'}","[['Christopher Nolan', 'Gender\nMale', 'Birthday\nJuly 30, 1970 (53 years old)']]"
2,2000,Requiem for a Dream,"['Drama', 'Crime']",102,"{'0.5': '2,787\xa0half-★ ratings (0%)', '1': '5,670\xa0★ ratings (1%)', '1.5': '3,530\xa0★½ ratings (1%)', '2': '15,182\xa0★★ ratings (2%)', '2.5': '14,614\xa0★★½ ratings (2%)', '3': '62,129\xa0★★★ ratings (9%)', '3.5': '77,999\xa0★★★½ ratings (11%)', '4': '218,875\xa0★★★★ ratings (31%)', '4.5': '118,328\xa0★★★★½ ratings (17%)', '5': '185,769\xa0★★★★★ ratings (26%)'}","[['Darren Aronofsky', 'Gender\nMale', 'Birthday\nFebruary 12, 1969 (55 years old)']]"
3,2000,In the Mood for Love,"['Drama', 'Romance']",99,"{'0.5': '434\xa0half-★ ratings (0%)', '1': '870\xa0★ ratings (0%)', '1.5': '777\xa0★½ ratings (0%)', '2': '3,855\xa0★★ ratings (1%)', '2.5': '4,838\xa0★★½ ratings (1%)', '3': '21,741\xa0★★★ ratings (5%)', '3.5': '34,982\xa0★★★½ ratings (8%)', '4': '107,681\xa0★★★★ ratings (25%)', '4.5': '86,950\xa0★★★★½ ratings (20%)', '5': '170,791\xa0★★★★★ ratings (39%)'}","[['Wong Kar-wai', 'Gender\nMale', 'Birthday\nJuly 17, 1958 (65 years old)']]"
4,2000,Gladiator,"['Action', 'Adventure', 'Drama']",155,"{'0.5': '894\xa0half-★ ratings (0%)', '1': '2,561\xa0★ ratings (0%)', '1.5': '2,211\xa0★½ ratings (0%)', '2': '12,179\xa0★★ ratings (2%)', '2.5': '14,311\xa0★★½ ratings (2%)', '3': '66,290\xa0★★★ ratings (10%)', '3.5': '87,221\xa0★★★½ ratings (13%)', '4': '215,495\xa0★★★★ ratings (33%)', '4.5': '112,531\xa0★★★★½ ratings (17%)', '5': '147,100\xa0★★★★★ ratings (22%)'}","[['Ridley Scott', 'Gender\nMale', 'Birthday\nNovember 30, 1937 (86 years old)']]"
5,2000,Almost Famous,"['Drama', 'Music']",124,"{'0.5': '506\xa0half-★ ratings (0%)', '1': '1,481\xa0★ ratings (0%)', '1.5': '1,204\xa0★½ ratings (0%)', '2': '6,526\xa0★★ ratings (2%)', '2.5': '7,754\xa0★★½ ratings (2%)', '3': '37,133\xa0★★★ ratings (11%)', '3.5': '46,801\xa0★★★½ ratings (14%)', '4': '101,626\xa0★★★★ ratings (31%)', '4.5': '46,852\xa0★★★★½ ratings (14%)', '5': '77,580\xa0★★★★★ ratings (24%)'}","[['Cameron Crowe', 'Gender\nMale', 'Birthday\nJuly 13, 1957 (66 years old)']]"
6,2000,The Emperor’s New Groove,"['Comedy', 'Animation', 'Adventure', 'Family', 'Fantasy']",78,"{'0.5': '675\xa0half-★ ratings (0%)', '1': '2,343\xa0★ ratings (1%)', '1.5': '2,035\xa0★½ ratings (0%)', '2': '12,162\xa0★★ ratings (3%)', '2.5': '14,957\xa0★★½ ratings (3%)', '3': '70,023\xa0★★★ ratings (15%)', '3.5': '78,456\xa0★★★½ ratings (17%)', '4': '141,403\xa0★★★★ ratings (31%)', '4.5': '42,702\xa0★★★★½ ratings (9%)', '5': '95,584\xa0★★★★★ ratings (21%)'}","[['Mark Dindal', 'Gender\nMale', 'Birthday\nMay 31, 1960 (63 years old)']]"
7,2000,How the Grinch Stole Christmas,"['Family', 'Comedy', 'Fantasy']",104,"{'0.5': '4,223\xa0half-★ ratings (1%)', '1': '10,055\xa0★ ratings (2%)', '1.5': '9,022\xa0★½ ratings (2%)', '2': '32,489\xa0★★ ratings (7%)', '2.5': '34,379\xa0★★½ ratings (8%)', '3': '100,665\xa0★★★ ratings (22%)', '3.5': '73,938\xa0★★★½ ratings (16%)', '4': '96,198\xa0★★★★ ratings (21%)', '4.5': '22,574\xa0★★★★½ ratings (5%)', '5': '72,348\xa0★★★★★ ratings (16%)'}","[['Ron Howard', 'Gender\nMale', 'Birthday\nMarch 1, 1954 (69 years old)']]"
8,2000,Snatch,"['Comedy', 'Crime']",103,"{'0.5': '469\xa0half-★ ratings (0%)', '1': '1,439\xa0★ ratings (0%)', '1.5': '1,265\xa0★½ ratings (0%)', '2': '6,231\xa0★★ ratings (2%)', '2.5': '8,541\xa0★★½ ratings (2%)', '3': '37,348\xa0★★★ ratings (10%)', '3.5': '61,463\xa0★★★½ ratings (17%)', '4': '133,673\xa0★★★★ ratings (36%)', '4.5': '59,714\xa0★★★★½ ratings (16%)', '5': '58,926\xa0★★★★★ ratings (16%)'}","[['Guy Ritchie', 'Gender\nMale', 'Birthday\nSeptember 10, 1968 (55 years old)']]"
9,2000,Cast Away,"['Drama', 'Adventure']",143,"{'0.5': '532\xa0half-★ ratings (0%)', '1': '1,645\xa0★ ratings (0%)', '1.5': '1,333\xa0★½ ratings (0%)', '2': '7,914\xa0★★ ratings (2%)', '2.5': '11,101\xa0★★½ ratings (3%)', '3': '59,435\xa0★★★ ratings (15%)', '3.5': '87,157\xa0★★★½ ratings (21%)', '4': '151,483\xa0★★★★ ratings (37%)', '4.5': '42,734\xa0★★★★½ ratings (10%)', '5': '44,096\xa0★★★★★ ratings (11%)'}","[['Robert Zemeckis', 'Gender\nMale', 'Birthday\nMay 14, 1951 (72 years old)']]"
