,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,1991,The Silence of the Lambs,"['Horror', 'Crime', 'Thriller', 'Drama']",119,"{'0.5': '908\xa0half-★ ratings (0%)', '1': '2,315\xa0★ ratings (0%)', '1.5': '1,345\xa0★½ ratings (0%)', '2': '10,211\xa0★★ ratings (1%)', '2.5': '9,977\xa0★★½ ratings (1%)', '3': '81,526\xa0★★★ ratings (6%)', '3.5': '101,115\xa0★★★½ ratings (8%)', '4': '398,671\xa0★★★★ ratings (30%)', '4.5': '243,255\xa0★★★★½ ratings (18%)', '5': '471,805\xa0★★★★★ ratings (36%)'}","[['Jonathan Demme', 'Gender\nMale', 'Birthday\nFebruary 22, 1944']]"
1,1991,Terminator 2: Judgment Day,"['Thriller', 'Action', 'Science Fiction']",137,"{'0.5': '422\xa0half-★ ratings (0%)', '1': '1,188\xa0★ ratings (0%)', '1.5': '878\xa0★½ ratings (0%)', '2': '6,252\xa0★★ ratings (1%)', '2.5': '6,609\xa0★★½ ratings (1%)', '3': '38,464\xa0★★★ ratings (8%)', '3.5': '48,810\xa0★★★½ ratings (10%)', '4': '142,768\xa0★★★★ ratings (29%)', '4.5': '96,007\xa0★★★★½ ratings (19%)', '5': '151,347\xa0★★★★★ ratings (31%)'}","[['James Cameron', 'Gender\nMale', 'Birthday\nAugust 16, 1954 (69 years old)']]"
2,1991,Beauty and the Beast,"['Romance', 'Fantasy', 'Family', 'Animation']",84,"{'0.5': '585\xa0half-★ ratings (0%)', '1': '1,901\xa0★ ratings (0%)', '1.5': '1,685\xa0★½ ratings (0%)', '2': '11,407\xa0★★ ratings (3%)', '2.5': '14,251\xa0★★½ ratings (3%)', '3': '72,447\xa0★★★ ratings (17%)', '3.5': '66,691\xa0★★★½ ratings (16%)', '4': '126,207\xa0★★★★ ratings (30%)', '4.5': '39,823\xa0★★★★½ ratings (9%)', '5': '89,836\xa0★★★★★ ratings (21%)'}","[['Gary Trousdale', 'Gender\nMale', 'Birthday\nJune 8, 1960 (63 years old)'], ['Kirk Wise', 'Gender\nMale', 'Birthday\nAugust 24, 1963 (60 years old)']]"
3,1991,Thelma & Louise,"['Drama', 'Thriller', 'Adventure', 'Crime']",130,"{'0.5': '202\xa0half-★ ratings (0%)', '1': '524\xa0★ ratings (0%)', '1.5': '455\xa0★½ ratings (0%)', '2': '3,083\xa0★★ ratings (1%)', '2.5': '4,011\xa0★★½ ratings (2%)', '3': '21,989\xa0★★★ ratings (9%)', '3.5': '33,034\xa0★★★½ ratings (14%)', '4': '79,325\xa0★★★★ ratings (34%)', '4.5': '38,409\xa0★★★★½ ratings (17%)', '5': '51,532\xa0★★★★★ ratings (22%)'}","[['Ridley Scott', 'Gender\nMale', 'Birthday\nNovember 30, 1937 (86 years old)']]"
4,1991,My Own Private Idaho,"['Comedy', 'Drama']",104,"{'0.5': '334\xa0half-★ ratings (0%)', '1': '889\xa0★ ratings (1%)', '1.5': '795\xa0★½ ratings (1%)', '2': '3,660\xa0★★ ratings (3%)', '2.5': '4,844\xa0★★½ ratings (4%)', '3': '17,836\xa0★★★ ratings (13%)', '3.5': '24,256\xa0★★★½ ratings (18%)', '4': '40,878\xa0★★★★ ratings (30%)', '4.5': '16,781\xa0★★★★½ ratings (12%)', '5': '25,603\xa0★★★★★ ratings (19%)'}","[['Gus Van Sant', 'Gender\nMale', 'Birthday\nJuly 24, 1952 (71 years old)']]"
5,1991,The Addams Family,"['Comedy', 'Fantasy']",102,"{'0.5': '276\xa0half-★ ratings (0%)', '1': '1,140\xa0★ ratings (0%)', '1.5': '1,214\xa0★½ ratings (0%)', '2': '7,442\xa0★★ ratings (3%)', '2.5': '10,791\xa0★★½ ratings (4%)', '3': '51,889\xa0★★★ ratings (21%)', '3.5': '51,153\xa0★★★½ ratings (21%)', '4': '69,114\xa0★★★★ ratings (28%)', '4.5': '14,968\xa0★★★★½ ratings (6%)', '5': '40,104\xa0★★★★★ ratings (16%)'}","[['Barry Sonnenfeld', 'Gender\nMale', 'Birthday\nApril 1, 1953 (70 years old)']]"
6,1991,Point Break,"['Thriller', 'Crime', 'Action']",122,"{'0.5': '243\xa0half-★ ratings (0%)', '1': '921\xa0★ ratings (0%)', '1.5': '1,079\xa0★½ ratings (1%)', '2': '5,585\xa0★★ ratings (3%)', '2.5': '8,400\xa0★★½ ratings (4%)', '3': '32,930\xa0★★★ ratings (17%)', '3.5': '42,659\xa0★★★½ ratings (23%)', '4': '58,010\xa0★★★★ ratings (31%)', '4.5': '17,961\xa0★★★★½ ratings (10%)', '5': '20,543\xa0★★★★★ ratings (11%)'}","[['Kathryn Bigelow', 'Gender\nFemale', 'Birthday\nNovember 27, 1951 (72 years old)']]"
7,1991,Cape Fear,"['Crime', 'Thriller']",128,"{'0.5': '385\xa0half-★ ratings (0%)', '1': '993\xa0★ ratings (1%)', '1.5': '1,102\xa0★½ ratings (1%)', '2': '5,095\xa0★★ ratings (3%)', '2.5': '7,801\xa0★★½ ratings (4%)', '3': '31,985\xa0★★★ ratings (17%)', '3.5': '48,618\xa0★★★½ ratings (26%)', '4': '64,126\xa0★★★★ ratings (34%)', '4.5': '16,253\xa0★★★★½ ratings (9%)', '5': '12,190\xa0★★★★★ ratings (6%)'}","[['Martin Scorsese', 'Gender\nMale', 'Birthday\nNovember 17, 1942 (81 years old)']]"
8,1991,Hook,"['Family', 'Comedy', 'Adventure', 'Fantasy']",141,"{'0.5': '724\xa0half-★ ratings (0%)', '1': '2,921\xa0★ ratings (1%)', '1.5': '3,163\xa0★½ ratings (2%)', '2': '14,507\xa0★★ ratings (7%)', '2.5': '17,741\xa0★★½ ratings (9%)', '3': '53,749\xa0★★★ ratings (27%)', '3.5': '40,628\xa0★★★½ ratings (20%)', '4': '41,985\xa0★★★★ ratings (21%)', '4.5': '9,278\xa0★★★★½ ratings (5%)', '5': '17,920\xa0★★★★★ ratings (9%)'}","[['Steven Spielberg', 'Gender\nMale', 'Birthday\nDecember 18, 1946 (77 years old)']]"
9,1991,A Brighter Summer Day,"['Drama', 'Crime', 'Romance']",237,"{'0.5': '85\xa0half-★ ratings (0%)', '1': '123\xa0★ ratings (0%)', '1.5': '96\xa0★½ ratings (0%)', '2': '434\xa0★★ ratings (1%)', '2.5': '559\xa0★★½ ratings (1%)', '3': '1,923\xa0★★★ ratings (4%)', '3.5': '3,025\xa0★★★½ ratings (7%)', '4': '9,173\xa0★★★★ ratings (20%)', '4.5': '9,848\xa0★★★★½ ratings (22%)', '5': '20,482\xa0★★★★★ ratings (45%)'}","[['Edward Yang', 'Gender\nMale', 'Birthday\nNovember 6, 1947']]"
