,Year,Title,Genres,Length,Letterboxd Ratings,Directors
0,2017,Get Out,"['Horror', 'Mystery', 'Thriller']",104,"{'0.5': '2,343\xa0half-★ ratings (0%)', '1': '6,692\xa0★ ratings (0%)', '1.5': '3,973\xa0★½ ratings (0%)', '2': '26,256\xa0★★ ratings (1%)', '2.5': '24,506\xa0★★½ ratings (1%)', '3': '169,939\xa0★★★ ratings (8%)', '3.5': '196,331\xa0★★★½ ratings (9%)', '4': '679,556\xa0★★★★ ratings (33%)', '4.5': '323,250\xa0★★★★½ ratings (16%)', '5': '652,404\xa0★★★★★ ratings (31%)'}","[['Jordan Peele', 'Gender\nMale', 'Birthday\nFebruary 21, 1979 (45 years old)']]"
1,2017,Lady Bird,"['Comedy', 'Drama']",94,"{'0.5': '5,157\xa0half-★ ratings (0%)', '1': '15,242\xa0★ ratings (1%)', '1.5': '8,185\xa0★½ ratings (1%)', '2': '55,866\xa0★★ ratings (4%)', '2.5': '43,545\xa0★★½ ratings (3%)', '3': '236,176\xa0★★★ ratings (15%)', '3.5': '199,689\xa0★★★½ ratings (13%)', '4': '481,971\xa0★★★★ ratings (31%)', '4.5': '169,128\xa0★★★★½ ratings (11%)', '5': '359,418\xa0★★★★★ ratings (23%)'}","[['Greta Gerwig', 'Gender\nFemale', 'Birthday\nAugust 4, 1983 (40 years old)']]"
2,2017,Baby Driver,"['Crime', 'Action']",113,"{'0.5': '4,454\xa0half-★ ratings (0%)', '1': '14,943\xa0★ ratings (1%)', '1.5': '8,805\xa0★½ ratings (1%)', '2': '60,826\xa0★★ ratings (4%)', '2.5': '52,967\xa0★★½ ratings (3%)', '3': '270,707\xa0★★★ ratings (18%)', '3.5': '246,387\xa0★★★½ ratings (16%)', '4': '485,824\xa0★★★★ ratings (32%)', '4.5': '155,351\xa0★★★★½ ratings (10%)', '5': '217,992\xa0★★★★★ ratings (14%)'}","[['Edgar Wright', 'Gender\nMale', 'Birthday\nApril 18, 1974 (49 years old)']]"
3,2017,Call Me by Your Name,"['Romance', 'Drama']",132,"{'0.5': '12,541\xa0half-★ ratings (1%)', '1': '22,135\xa0★ ratings (2%)', '1.5': '11,026\xa0★½ ratings (1%)', '2': '54,366\xa0★★ ratings (4%)', '2.5': '41,408\xa0★★½ ratings (3%)', '3': '165,756\xa0★★★ ratings (13%)', '3.5': '137,944\xa0★★★½ ratings (11%)', '4': '334,973\xa0★★★★ ratings (26%)', '4.5': '143,727\xa0★★★★½ ratings (11%)', '5': '345,834\xa0★★★★★ ratings (27%)'}","[['Luca Guadagnino', 'Gender\nMale', 'Birthday\nAugust 10, 1971 (52 years old)']]"
4,2017,Blade Runner 2049,"['Science Fiction', 'Drama']",164,"{'0.5': '2,394\xa0half-★ ratings (0%)', '1': '7,681\xa0★ ratings (1%)', '1.5': '4,256\xa0★½ ratings (0%)', '2': '26,976\xa0★★ ratings (2%)', '2.5': '23,188\xa0★★½ ratings (2%)', '3': '109,487\xa0★★★ ratings (10%)', '3.5': '119,710\xa0★★★½ ratings (11%)', '4': '319,501\xa0★★★★ ratings (29%)', '4.5': '203,433\xa0★★★★½ ratings (18%)', '5': '298,529\xa0★★★★★ ratings (27%)'}","[['Denis Villeneuve', 'Gender\nMale', 'Birthday\nOctober 3, 1967 (56 years old)']]"
5,2017,Coco,"['Adventure', 'Animation', 'Music', 'Family']",105,"{'0.5': '1,661\xa0half-★ ratings (0%)', '1': '4,834\xa0★ ratings (0%)', '1.5': '3,025\xa0★½ ratings (0%)', '2': '20,742\xa0★★ ratings (2%)', '2.5': '21,370\xa0★★½ ratings (2%)', '3': '132,079\xa0★★★ ratings (10%)', '3.5': '139,224\xa0★★★½ ratings (10%)', '4': '412,264\xa0★★★★ ratings (31%)', '4.5': '179,738\xa0★★★★½ ratings (13%)', '5': '421,761\xa0★★★★★ ratings (32%)'}","[['Lee Unkrich', 'Gender\nMale', 'Birthday\nAugust 8, 1967 (56 years old)']]"
6,2017,Spider-Man: Homecoming,"['Action', 'Drama', 'Adventure', 'Science Fiction']",133,"{'0.5': '4,529\xa0half-★ ratings (0%)', '1': '12,638\xa0★ ratings (1%)', '1.5': '10,451\xa0★½ ratings (1%)', '2': '59,843\xa0★★ ratings (4%)', '2.5': '70,606\xa0★★½ ratings (5%)', '3': '326,487\xa0★★★ ratings (24%)', '3.5': '284,188\xa0★★★½ ratings (21%)', '4': '406,072\xa0★★★★ ratings (30%)', '4.5': '71,877\xa0★★★★½ ratings (5%)', '5': '125,813\xa0★★★★★ ratings (9%)'}","[['Jon Watts', 'Gender\nMale', 'Birthday\nJune 28, 1981 (42 years old)']]"
7,2017,Thor: Ragnarok,"['Adventure', 'Action', 'Science Fiction']",131,"{'0.5': '5,445\xa0half-★ ratings (0%)', '1': '14,500\xa0★ ratings (1%)', '1.5': '9,440\xa0★½ ratings (1%)', '2': '47,284\xa0★★ ratings (4%)', '2.5': '46,487\xa0★★½ ratings (4%)', '3': '200,863\xa0★★★ ratings (15%)', '3.5': '207,253\xa0★★★½ ratings (16%)', '4': '420,534\xa0★★★★ ratings (32%)', '4.5': '139,813\xa0★★★★½ ratings (11%)', '5': '224,208\xa0★★★★★ ratings (17%)'}","[['Taika Waititi', 'Gender\nMale', 'Birthday\nAugust 16, 1975 (48 years old)']]"
8,2017,Dunkirk,"['Action', 'Drama', 'War']",107,"{'0.5': '2,817\xa0half-★ ratings (0%)', '1': '8,996\xa0★ ratings (1%)', '1.5': '6,030\xa0★½ ratings (1%)', '2': '38,276\xa0★★ ratings (4%)', '2.5': '37,223\xa0★★½ ratings (3%)', '3': '178,218\xa0★★★ ratings (16%)', '3.5': '185,230\xa0★★★½ ratings (17%)', '4': '368,111\xa0★★★★ ratings (34%)', '4.5': '123,877\xa0★★★★½ ratings (11%)', '5': '143,182\xa0★★★★★ ratings (13%)'}","[['Christopher Nolan', 'Gender\nMale', 'Birthday\nJuly 30, 1970 (53 years old)']]"
9,2017,It,['Horror'],135,"{'0.5': '6,469\xa0half-★ ratings (1%)', '1': '20,152\xa0★ ratings (2%)', '1.5': '13,653\xa0★½ ratings (1%)', '2': '73,459\xa0★★ ratings (6%)', '2.5': '68,718\xa0★★½ ratings (6%)', '3': '279,438\xa0★★★ ratings (23%)', '3.5': '224,359\xa0★★★½ ratings (18%)', '4': '332,407\xa0★★★★ ratings (27%)', '4.5': '68,976\xa0★★★★½ ratings (6%)', '5': '126,975\xa0★★★★★ ratings (10%)'}","[['Andy Muschietti', 'Gender\nMale', 'Birthday\nAugust 26, 1973 (50 years old)']]"
